Partner	PublicationType	ItemPII	DOI	ItemSubType	ItemWeight	ItemStage	JNL Acronym	ItemVersion	ISSN	CID	HubPII	VolumeStart	VolumeEnd	IssueStart	IssueEnd	Supplement	CoverDateStart	CoverDateEnd	ISBN	ItemOnline	ItemVorOnline	GreenOA EmbargoDate	EmbargoPeriod	ItemLastLoadEW	ItemLastLoadXOCS	OpenAccessStatus	OpenAccessEffDate	OpenAccessWinType	OpenAccessLicense	OpenAccessSponsorName	OpenAccessSponsorType	CopyrightLine	LicenseLine	FirstPage	LastPage	ItemNumber	PageCount	FigureCount	TableCount	MathMLCount	MMCCount	Status	Remarks	
Florida	JL	S1568-7864(13)00070-0	10.1016/j.dnarep.2013.03.005	fla	FULL-TEXT	S300	DNAREP	S300.1	1568-7864	272255	S1568-7864(13)X0006-0	12		6			20130601			2013-04-17		2014-07-16	12	2013-05-14T22:53:24	2015-05-15T06:44:46.951045-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		422	432		11	6	0	0	1	Uploaded	14-Jun	
Florida	JL	S0002-9149(13)00802-3	10.1016/j.amjcard.2013.03.006	fla	FULL-TEXT	S300	AJC	S300.1	0002-9149	271073	S0002-9149(13)X0012-8	112		2			20130715			2013-04-18		2014-07-17	12	2013-07-03T00:56:22	2015-05-13T23:15:57.346864-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		150	155		6	1	5	0	0	Uploaded	8-Jun	
Florida	JL	S0003-9861(13)00107-0	10.1016/j.abb.2013.04.003	fla	FULL-TEXT	S300	YABBI	S300.2	0003-9861	272380	S0003-9861(13)X0009-8	535		2			20130715			2013-04-18		2014-07-17	12	2014-08-19T07:35:59	2015-05-13T23:31:12.172973-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		215	226		12	7	6	7	1	Uploaded	8-Jun	
Qatar	JL	S0165-1684(13)00149-7	10.1016/j.sigpro.2013.03.041	fla	FULL-TEXT	S300	SIGPRO	S300.1	0165-1684	271605	S0165-1684(13)X0007-6	93		11			201311			2013-04-18		2015-07-17	24	2013-07-11T01:07:31	2015-05-14T04:32:04.694783-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		3251	3260		10	3	3	218	0	Uploaded	8-Jun	
Florida	JL	S0277-5387(13)00300-8	10.1016/j.poly.2013.04.024	fla	FULL-TEXT	S300	POLY	S300.2	0277-5387	271375	S0277-5387(13)X0017-8	66				C	20131213			2013-04-18		2015-07-17	24	2014-08-19T10:40:25	2015-05-14T06:24:24.352579-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		205	211		7	9	5	3	1	Uploaded	8-Jun	
Florida	JL	S0828-282X(13)00056-1	10.1016/j.cjca.2013.01.019	sco	FULL-TEXT	S300	CJCA	S300.1	0828-282X	280413	S0828-282X(12)X0017-5	29		9			201309			2013-04-18		2014-07-17	12	2013-08-23T00:46:15	2015-05-15T02:17:31.3357-04:00							Copyright © 2013 Canadian Cardiovascular Society. Published by Elsevier Inc. All rights reserved.		1139.e3	1139.e4		2	1	0	0	1	Uploaded	8-Jun	
Florida	JL	S1047-8477(13)00100-7	10.1016/j.jsb.2013.04.005	fla	FULL-TEXT	S300	YJSBI	S300.3	1047-8477	272607	S1047-8477(13)X0007-3	183		1			201307			2013-04-18		2014-07-17	12	2014-10-21T10:37:39	2015-05-15T04:38:43.731299-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		86	94		9	5	0	17	1	Uploaded	14-Jun	
Florida	JL	S1053-8119(13)00376-5	10.1016/j.neuroimage.2013.04.029	fla	FULL-TEXT	S300	YNIMG	S300.4	1053-8119	272508	S1053-8119(13)X0011-4	78				C	201309			2013-04-18		2014-07-17	12	2014-10-01T04:31:42	2015-05-15T04:47:34.52341-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		363	371		9	2	2	0	1	Uploaded	14-Jun	
Florida	JL	S1567-7249(13)00070-6	10.1016/j.mito.2013.04.007	err	FULL-TEXT	S300	MITOCH	S300.5	1567-7249	272218	S1567-7249(13)X0007-8	13		6			201311			2013-04-18		2014-07-17	12	2014-10-01T05:43:54	2015-05-15T06:44:46.277127-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		953			1	0	0	0	0	Uploaded	24-Jun	
Florida	JL	S0020-7519(13)00107-0	10.1016/j.ijpara.2013.03.002	fla	FULL-TEXT	S300	PARA	S300.1	0020-7519	271903	S0020-7519(13)X0008-6	43		8			201307			2013-04-19		2014-07-18	12	2013-06-03T15:34:52	2015-05-14T09:52:39.421331-04:00							Copyright © 2013 Australian Society for Parasitology Inc. Published by Elsevier Ltd. All rights reserved.		613	619		7	5	1	1	0	Uploaded	8-Jun	
Florida	JL	S1071-5819(13)00040-2	10.1016/j.ijhcs.2013.03.005	fla	FULL-TEXT	S300	YIJHC	S300.1	1071-5819	272548	S1071-5819(13)X0005-9	71		7	8		201307	201308		2013-04-19		2015-07-18	24	2013-06-20T21:10:44	2015-05-15T04:58:20.344821-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		775	784		10	4	0	0	0	Uploaded	14-Jun	
Florida	JL	S1087-1845(13)00068-6	10.1016/j.fgb.2013.04.004	fla	FULL-TEXT	S300	YFGBI	S300.4	1087-1845	272350	S1087-1845(13)X0007-6	56				C	201307			2013-04-19		2014-07-18	12	2014-10-01T11:38:37	2015-05-15T05:08:56.844099-04:00							Copyright © 2013 Elsevier Inc. Published by Elsevier Inc. All rights reserved.		147	157		11	4	0	3	8	Uploaded	14-Jun	
Florida	JL	S1529-9430(13)00302-1	10.1016/j.spinee.2013.03.019	fla	FULL-TEXT	S300	SPINEE	S300.1	1529-9430	272224	S1529-9430(14)X0003-3	14		4			20140401			2013-04-19		2014-07-18	12	2014-03-20T01:05:15	2015-05-15T06:30:18.075657-04:00							Published by Elsevier Inc.		571	583		13	1	6	0	0	Uploaded		
Florida	JL	S1876-2018(13)00098-1	10.1016/j.ajp.2013.04.001	fla	FULL-TEXT	S300	AJP	S300.1	1876-2018	277359	S1876-2018(13)X0004-8	6		3			201306			2013-04-19		2014-07-18	12	2013-05-01T00:32:09	2015-05-15T07:19:04.103808-04:00							Copyright © 2013 Published by Elsevier B.V.		266	268		3	0	0	0	0	Uploaded	14-Jun	
Florida	JL	S0006-3207(13)00086-4	10.1016/j.biocon.2013.03.019	fla	FULL-TEXT	S300	BIOC	S300.2	0006-3207	271811	S0006-3207(13)X0004-7	161				C	201305			2013-04-20		2015-07-19	24	2014-09-26T14:58:44	2015-05-13T23:42:53.516779-04:00							Published by Elsevier Ltd.		142	154		13	5	4	5	1	Uploaded	8-Jun	
Florida	JL	S0894-7317(13)00209-5	10.1016/j.echo.2013.03.011	fla	FULL-TEXT	S300	YMJE	S300.1	0894-7317	273480	S0894-7317(13)X0005-7	26		6			201306			2013-04-20		2014-07-19	12	2013-05-25T02:31:12	2015-05-15T02:35:50.667395-04:00							"Copyright © 2013 American Society of Echocardiography. Published by Mosby, Inc. All rights reserved."		667	673		7	0	5	0	0	Uploaded	17-Jun	
Florida	JL	S1083-8791(13)00165-1	10.1016/j.bbmt.2013.04.011	sco	FULL-TEXT	S300	YBBMT	S300.1	1083-8791	272926	S1083-8791(13)X0006-0	19		7			201307			2013-04-20		2014-07-19	12	2013-06-18T14:59:18	2015-05-15T05:07:47.134726-04:00	Full	2015-04-10T09:30:00Z	OpenArchive	http://creativecommons.org/licenses/by-nc-nd/4.0/		Author	Copyright © 2013 American Society for Blood and Marrow Transplantation. Published by Elsevier Inc.		1126	1129		4	0	1	0	0	Uploaded	14-Jun	
Florida	JL	S1389-1286(13)00112-6	10.1016/j.comnet.2013.04.002	fla	FULL-TEXT	S300	COMPNW	S300.2	1389-1286	271990	S1389-1286(13)X0010-6	57		10			20130705			2013-04-20		2015-07-19	24	2013-08-03T03:09:50	2015-05-15T06:10:32.081968-04:00							Published by Elsevier B.V.		2133	2146		14	4	3	256	0	Uploaded	14-Jun	
Florida	JL	S0043-1354(13)00343-6	10.1016/j.watres.2013.04.014	fla	FULL-TEXT	S300	WR	S300.2	0043-1354	271768	S0043-1354(13)X0010-7	47		11			20130701			2013-04-22		2015-07-21	24	2013-12-03T00:59:21	2015-05-14T02:56:28.255685-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		3610	3623		14	8	5	0	0	Uploaded	8-Jun	
Florida	JL	S1359-6454(13)00223-1	10.1016/j.actamat.2013.03.013	fla	FULL-TEXT	S300	AM	S300.2	1359-6454	271635	S1359-6454(13)X0009-6	61		11			201306			2013-04-22		2015-07-21	24	2014-09-30T16:40:21	2015-05-15T05:44:30.362545-04:00							Copyright © 2013 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.		3986	4000		15	14	5	4	1	Uploaded	14-Jun	
Florida	JL	S1550-7289(13)00116-0	10.1016/j.soard.2013.03.015	fla	FULL-TEXT	S300	SOARD	S300.3	1550-7289	273306	S1550-7289(13)X0007-3	10		1			201401	201402		2013-04-22		2014-07-21	12	2014-09-11T16:51:58	2015-05-15T06:36:33.787366-04:00							Copyright © 2014 American Society for Bariatric Surgery. Published by Elsevier Inc. All rights reserved.		95	100		6	4	1	0	0	Uploaded	14-Jun	
Florida	JL	S0017-9310(13)00260-3	10.1016/j.ijheatmasstransfer.2013.03.053	fla	FULL-TEXT	S300	HMT	S300.3	0017-9310	271451	S0017-9310(13)X0005-5	63				C	201308			2013-04-23		2015-07-22	24	2013-11-29T01:34:04	2015-05-14T09:46:34.826887-04:00							Published by Elsevier Ltd.		82	90		9	18	4	1	0	Uploaded	8-Jun	
Florida	JL	S0735-6757(13)00154-X	10.1016/j.ajem.2013.03.003	sco	FULL-TEXT	S300	YAJEM	S300.1	0735-6757	272456	S0735-6757(13)X0005-1	31		6			201306			2013-04-23		2014-07-22	12	2013-06-12T19:40:04	2015-05-15T02:04:25.293072-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		967	969		3	1	2	0	0	Uploaded	8-Jun	
Florida	JL	S0016-5085(13)00219-9	10.1053/j.gastro.2013.02.008	fla	FULL-TEXT	S300	YGAST	S300.2	0016-5085	273440	S0016-5085(13)X0005-8	144		6			201305			2013-04-24		2014-07-23	12	2013-05-02T08:30:00	2015-05-14T00:32:48.596092-04:00							Copyright © 2013 AGA Institute. Published by Elsevier Inc. All rights reserved.		1282	1291.e3		13	5	5	0	0	Uploaded	24-Jun	
Florida	JL	S0022-3476(13)00293-X	10.1016/j.jpeds.2013.03.017	fla	FULL-TEXT	S300	YMPD	S300.3	0022-3476	272521	S0022-3476(13)X0009-5	163		3			201309			2013-04-24		2014-07-23	12	2014-08-28T12:11:05	2015-05-14T01:34:10.056999-04:00							"Copyright © 2013 Mosby, Inc. All rights reserved."		686	691		6	2	2	0	0	Uploaded	8-Jun	
Florida	JL	S0165-1781(13)00171-6	10.1016/j.psychres.2013.04.003	fla	FULL-TEXT	S300	PSY	S300.1	0165-1781	271134	S0165-1781(13)X0012-5	209		3			20131030			2013-04-25		2014-07-24	12	2013-10-14T20:43:58	2015-05-14T04:32:04.685121-04:00							Copyright © 2013 Elsevier Ireland Ltd. All rights reserved.		589	595		7	0	3	0	0	Uploaded	8-Jun	
Florida	JL	S1546-1440(13)00053-7	10.1016/j.jacr.2013.01.027	fla	FULL-TEXT	S300	JACR	S300.1	1546-1440	273076	S1546-1440(13)X0007-9	10		8			201308			2013-04-25		2014-07-24	12	2013-07-23T16:47:18	2015-05-15T06:34:43.253152-04:00							Copyright © 2013 American College of Radiology. Published by Elsevier Inc. All rights reserved.		613	617		5	0	0	0	0	Uploaded	14-Jun	
Florida	JL	S1876-3820(13)00059-0	10.1016/j.eujim.2013.03.007	ssu	FULL-TEXT	S300	EUJIM	S300.2	1876-3820	277409	S1876-3820(13)X0005-8	5		4			201308			2013-04-25		2014-07-24	12	2013-12-09T20:48:40	2015-05-15T07:19:04.529203-04:00	Full	2013-07-16T21:27:37Z				ElsevierBranded	Published by Elsevier GmbH		296	307		12	1	1	0	0	Uploaded	14-Jun	
Florida	JL	S0304-3959(13)00192-9	10.1016/j.pain.2013.04.037	fla	FULL-TEXT	S300	PAIN	S300.2	0304-3959	271050	S0304-3959(13)X0007-7	154		8			201308			2013-04-26		2014-07-25	12	2015-09-29T04:45:32	2015-09-29T05:58:13.512853-04:00							Copyright © 2013 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.		1419	1426		8	2	3	0	1	Uploaded	8-Jun	
Qatar	JL	S0020-7403(13)00116-1	10.1016/j.ijmecsci.2013.04.001	fla	FULL-TEXT	S300	MS	S300.1	0020-7403	271483	S0020-7403(13)X0008-6	73				C	201308			2013-04-27		2015-07-26	24	2013-06-11T23:38:05	2015-05-14T00:47:24.258717-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		27	39		13	20	4	414	0	Uploaded	8-Jun	
Florida	JL	S0261-2194(13)00090-2	10.1016/j.cropro.2013.04.002	sco	FULL-TEXT	S300	JCRP	S300.1	0261-2194	271154	S0261-2194(13)X0006-7	50				C	201308			2013-04-27		2015-07-26	24	2013-05-30T10:52:59	2015-05-14T06:00:40.348712-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		37	39		3	0	0	0	0	Uploaded	8-Jun	
Florida	JL	S0925-5273(13)00199-0	10.1016/j.ijpe.2013.04.035	fla	FULL-TEXT	S300	PROECO	S300.2	0925-5273	271692	S0925-5273(13)X0007-6	144		2			201308			2013-04-27		2016-07-25	36	2014-09-02T12:51:31	2015-05-15T03:11:02.885069-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		635	640		6	0	6	91	0	Uploaded	14-Jun	
Florida	JL	S1385-8947(13)00555-X	10.1016/j.cej.2013.04.077	fla	FULL-TEXT	S300	CEJ	S300.2	1385-8947	271942	S1385-8947(13)X0010-5	226				C	20130615			2013-04-27		2015-07-26	24	2014-09-12T03:47:00	2015-05-15T06:01:36.418652-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		286	292		7	6	3	5	0	Uploaded	15-Jul	
Florida	JL	S0006-3207(13)00088-8	10.1016/j.biocon.2013.03.021	fla	FULL-TEXT	S300	BIOC	S300.1	0006-3207	271811	S0006-3207(13)X0006-0	163				C	201307			2013-04-28		2015-07-27	24	2013-06-14T19:48:55	2015-05-13T23:42:53.516779-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		122	130		9	5	1	7	1	Uploaded	8-Jun	
Florida	JL	S0021-8693(13)00175-0	10.1016/j.jalgebra.2013.04.004	fla	HEAD-AND-TAIL	S300	YJABR	S300.2	0021-8693	272332	S0021-8693(13)X0021-3	398				C	20140115			2013-04-29		2015-07-28	24	2014-10-04T04:15:41	2015-05-14T09:55:04.17369-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		448	460		13	0	0	2	0	Uploaded	11-Aug	
Florida	JL	S0531-5565(13)00118-6	10.1016/j.exger.2013.04.011	edi	FULL-TEXT	S300	EXG	S300.4	0531-5565	271341	S0531-5565(13)X0010-5	48		10			201310			2013-04-29		2014-07-28	12	2014-08-29T09:55:50	2015-05-14T08:23:58.686252-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		1003	1005		3	0	0	0	0	Uploaded	17-Jun	
Florida	JL	S0278-4343(13)00126-X	10.1016/j.csr.2013.04.026	fla	FULL-TEXT	S300	CSR	S300.1	0278-4343	271732	S0278-4343(13)X0009-3	61	62			C	20130701			2013-04-30		2015-07-29	24	2013-06-21T12:16:30	2015-05-14T06:29:52.076634-04:00							Published by Elsevier Ltd.		85	97		13	11	1	11	0	Uploaded	8-Jun	
Florida	JL	S0997-7546(13)00047-2	10.1016/j.euromechflu.2013.04.004	fla	FULL-TEXT	S300	EJMFLU	S300.1	0997-7546	271999	S0997-7546(13)X0004-4	41				C	201309	201310		2013-04-30		2015-07-29	24	2013-06-07T15:23:06	2015-05-15T04:23:31.187666-04:00							Copyright © 2013 Elsevier Masson SAS. All rights reserved.		109	122		14	19	2	510	0	Uploaded	14-Jun	
Florida	JL	S0301-0511(13)00113-0	10.1016/j.biopsycho.2013.04.010	rev	FULL-TEXT	S300	BIOPSY	S300.1	0301-0511	271293	S0301-0511(14)X0002-5	95				C	201401			2013-05-01		2014-07-30	12	2014-01-20T20:51:51	2015-05-14T06:38:30.940817-04:00							Copyright © 2013 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		4	20		17	4	1	1	0	Uploaded	8-Jun	
Florida	JL	S0304-3800(13)00174-9	10.1016/j.ecolmodel.2013.03.017	fla	FULL-TEXT	S300	ECOMOD	S300.1	0304-3800	271743	S0304-3800(13)X0011-0	260				C	20130710			2013-05-01		2015-07-30	24	2013-05-13T16:22:30	2015-05-14T06:43:49.314216-04:00							Copyright © 2013 Elsevier B.V. All rights reserved.		62	76		15	4	11	11	0	Uploaded	8-Jun	
Florida	JL	S0735-1097(13)01728-2	10.1016/j.jacc.2013.03.060	rev	FULL-TEXT	S300	JAC	S300.2	0735-1097	271027	S0735-1097(13)X0032-4	62		11			20130910			2013-05-01		2014-07-30	12	2015-02-06T14:14:14	2015-05-15T02:03:08.408414-04:00	Full	2014-09-10T00:16:36Z	OpenArchive	http://www.elsevier.com/open-access/userlicense/1.0/		ElsevierBranded	Copyright © 2013 American College of Cardiology Foundation. Published by Elsevier Inc. All rights reserved.		1026	1034		9	3	2	0	0	Uploaded	8-Jun	
Florida	JL	S0749-6036(13)00099-2	10.1016/j.spmi.2013.04.013	fla	FULL-TEXT	S300	YSPMI	S300.2	0749-6036	272583	S0749-6036(13)X0006-0	60				C	201308			2013-05-01		2015-07-30	24	2014-08-31T11:31:31	2015-05-15T02:13:22.121863-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		67	72		6	7	0	1	0	Uploaded	17-Jun	
Florida	JL	S1040-6190(13)00080-8	10.1016/j.tej.2013.04.002	fla	FULL-TEXT	S300	ELECTR	S300.1	1040-6190	272016	S1040-6190(13)X0005-3	26		4			201305			2013-05-01		2015-07-30	24	2013-05-24T18:30:40	2015-05-15T04:32:10.995962-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		8	21		14	4	2	0	0	Uploaded	14-Jun	
Florida	JL	S1051-0443(13)00044-4	10.1016/j.jvir.2013.01.011	cor	FULL-TEXT	S300	JVIR	S300.2	1051-0443	273602	S1051-0443(13)X0004-1	24		5			201305			2013-05-01		2014-07-30	12	2013-05-16T00:24:16	2015-05-15T04:43:21.966536-04:00							Copyright © 2013 SIR. Published by Elsevier Inc. All rights reserved.		756	758		3	1	0	0	0	Uploaded	14-Jul	
Florida	JL	S0002-8703(13)00237-8	10.1016/j.ahj.2013.04.002	fla	FULL-TEXT	S300	YMHJ	S300.1	0002-8703	272407	S0002-8703(12)X0008-5	166		1			201307			2013-05-02		2014-07-31	12	2013-06-28T05:47:58	2015-05-13T23:13:29.090694-04:00							"Copyright © 2013 Mosby, Inc. Published by Mosby, Inc. All rights reserved."		134	141		8	3	2	0	0	Uploaded	8-Jun	
Florida	JL	S1042-3699(13)00031-9	10.1016/j.coms.2013.02.003	rev	FULL-TEXT	S300	OMC	S300.1	1042-3699	273331	S1042-3699(13)X0003-2	25		2			201305		978-1-4557-7130-1	2013-05-02		2014-07-31	12	2013-05-02T00:37:54	2015-05-15T04:33:13.916005-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		241	249		9	6	2	0	0	Uploaded	14-Jun	
Florida	JL	S1042-3699(13)00032-0	10.1016/j.coms.2013.02.004	rev	FULL-TEXT	S300	OMC	S300.1	1042-3699	273331	S1042-3699(13)X0003-2	25		2			201305		978-1-4557-7130-1	2013-05-02		2014-07-31	12	2013-05-02T00:37:54	2015-05-15T04:33:13.916005-04:00							Published by Elsevier Inc.		105	129		25	25	0	0	0	Uploaded	14-Jul	
Florida	JL	S1042-3699(13)00035-6	10.1016/j.coms.2013.02.007	rev	FULL-TEXT	S300	OMC	S300.1	1042-3699	273331	S1042-3699(13)X0003-2	25		2			201305		978-1-4557-7130-1	2013-05-02		2014-07-31	12	2013-05-02T00:37:54	2015-05-15T04:33:13.916005-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		223	239		17	13	1	0	0	Uploaded	14-Jul	
Florida	JL	S1042-3699(13)00036-8	10.1016/j.coms.2013.02.008	rev	FULL-TEXT	S300	OMC	S300.1	1042-3699	273331	S1042-3699(13)X0003-2	25		2			201305		978-1-4557-7130-1	2013-05-02		2014-07-31	12	2013-05-02T00:37:54	2015-05-15T04:33:13.916005-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		251	269		19	5	2	0	0	Uploaded	14-Jun	
Florida	JL	S0022-5193(13)00202-6	10.1016/j.jtbi.2013.04.034	fla	FULL-TEXT	S300	YJTBI	S300.1	0022-5193	272314	S0022-5193(13)X0020-7	339				C	20131221			2013-05-03		2014-08-01	12	2013-11-06T00:45:48	2015-05-14T01:44:09.644048-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		47	57		11	9	0	166	0	Uploaded	8-Jun	
Florida	JL	S0047-259X(13)00060-2	10.1016/j.jmva.2013.04.006	fla	FULL-TEXT	S300	YJMVA	S300.1	0047-259X	272481	S0047-259X(13)X0004-1	119				C	201308			2013-05-03		2015-08-01	24	2013-05-30T10:52:59	2015-05-15T01:13:36.479576-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		163	175		13	3	3	610	0	Uploaded	8-Jun	
Qatar	JL	S0378-4371(13)00354-3	10.1016/j.physa.2013.04.041	fla	FULL-TEXT	S300	PHYSA	S300.2	0378-4371	271529	S0378-4371(13)X0014-7	392		18			20130915			2013-05-03		2015-08-01	24	2014-09-18T23:27:36	2015-05-14T08:05:45.23422-04:00							Published by Elsevier B.V.		4036	4047		12	13	0	198	0	Uploaded	17-Jun	
Florida	JL	S1053-8119(13)00450-3	10.1016/j.neuroimage.2013.04.091	fla	FULL-TEXT	S300	YNIMG	S300.3	1053-8119	272508	S1053-8119(13)X0012-6	79				C	20131001			2013-05-03		2014-08-01	12	2014-06-06T01:49:49	2015-05-15T04:47:34.52341-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		241	263		23	10	3	172	0	Uploaded	14-Jun	
Florida	JL	S1055-7903(13)00175-9	10.1016/j.ympev.2013.04.017	sco	FULL-TEXT	S300	YMPEV	S300.3	1055-7903	272322	S1055-7903(13)X0009-0	68		3			201309			2013-05-03		2014-08-01	12	2014-10-01T05:51:39	2015-05-15T04:50:19.967271-04:00							Copyright © 2013 Elsevier Inc. Published by Elsevier Inc. All rights reserved.		381	386		6	5	2	0	1	Uploaded	14-Jun	
Florida	JL	S1096-4959(13)00076-6	10.1016/j.cbpb.2013.04.007	fla	FULL-TEXT	S300	CBB	S300.2	1096-4959	271337	S1096-4959(13)X0005-3	165		3			201307			2013-05-03		2014-08-01	12	2014-05-14T16:55:39	2015-05-15T05:14:47.963064-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		211	218		8	5	1	0	1	Uploaded	14-Jun	
Florida	JL	S0304-3959(13)00223-6	10.1016/j.pain.2013.04.045	edi	FULL-TEXT	S300	PAIN	S300.2	0304-3959	271050	S0304-3959(13)X0007-7	154		8			201308			2013-05-04		2014-08-02	12	2015-09-29T04:45:32	2015-09-29T05:58:13.488752-04:00							Copyright © 2013 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.		1161	1162		2	0	0	0	0	Uploaded	8-Jun	
Qatar	JL	S0968-090X(13)00062-4	10.1016/j.trc.2013.03.008	fla	FULL-TEXT	S300	TRC	S300.2	0968-090X	271729	S0968-090X(13)X0006-3	32				C	201307			2013-05-04		2016-08-01	36	2013-07-05T01:01:46	2015-05-15T04:15:55.192009-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		48	60		13	6	5	74	0	Uploaded	8-Jun	
Florida	JL	S0014-4886(13)00127-1	10.1016/j.expneurol.2013.04.006	edi	FULL-TEXT	S300	YEXNR	S300.1	0014-4886	272536	S0014-4886(13)X0004-4	244				C	201306			2013-05-05		2014-08-03	12	2013-05-05T00:53:20	2015-05-14T00:22:29.088494-04:00							Copyright © 2013 Published by Elsevier Inc.		1	3		3	0	0	0	0	Uploaded	8-Jun	
Qatar	JL	S0020-0255(13)00309-5	10.1016/j.ins.2013.04.012	fla	FULL-TEXT	S300	INS	S300.1	0020-0255	271625	S0020-0255(13)X0034-9	259				C	20140220			2013-05-06		2015-08-04	24	2014-05-16T13:07:43	2015-05-14T09:49:50.764963-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		346	358		13	10	2	59	0	Uploaded	8-Jun	
Florida	JL	S0890-8508(13)00027-3	10.1016/j.mcp.2013.04.003	fla	FULL-TEXT	S300	YMCPR	S300.1	0890-8508	272355	S0890-8508(13)X0004-0	27		5	6		201310	201312		2013-05-06		2014-08-04	12	2013-09-04T20:44:32	2015-05-15T02:29:18.045732-04:00							Copyright © 2013 Elsevier Ltd. All rights reserved.		176	183		8	5	2	0	0	Uploaded	17-Jun	
Florida	JL	S0960-9822(13)00340-0	10.1016/j.cub.2013.03.038	rev	FULL-TEXT	S300	CURBIO	S300.2	0960-9822	272099	S0960-9822(13)X0009-0	23		9			20130506			2013-05-06		2014-08-04	12	2013-06-07T12:23:56	2015-05-15T04:03:07.221517-04:00	Full	2014-05-06T00:22:16Z	OpenArchive	http://www.elsevier.com/open-access/userlicense/1.0/		ElsevierBranded	Copyright © 2013 Elsevier Ltd. All rights reserved.		R374	R378		5	2	0	0	0	Uploaded	14-Jun	
Florida	JL	S1049-3867(13)00020-0	10.1016/j.whi.2013.02.002	fla	FULL-TEXT	S300	WHI	S300.1	1049-3867	271213	S1049-3867(13)X0003-9	23		3			201305	201306		2013-05-06		2014-08-04	12	2013-12-13T16:51:22	2015-05-15T04:41:13.164937-04:00	Full	2013-12-13T14:45:33Z		http://creativecommons.org/licenses/by-nc-nd/4.0/		ElsevierWaived	Copyright © 2013 Jacobs Institute of Women's Health. Published by Elsevier Inc.		e187	e193		7	3	6	0	0	Uploaded	14-Jun	
Florida	JL	S1550-7289(13)00151-2	10.1016/j.soard.2013.04.011	fla	FULL-TEXT	S300	SOARD	S300.1	1550-7289	273306	S1550-7289(13)X0005-X	9		5			201309	201310		2013-05-06		2014-08-04	12	2013-09-28T04:45:08	2015-05-15T06:36:33.787366-04:00							Copyright © 2013 American Society for Bariatric Surgery. Published by Elsevier Inc. All rights reserved.		765	770		6	0	4	0	0	Uploaded	14-Jun	
Florida	JL	S0360-3016(13)00213-7	10.1016/j.ijrobp.2013.02.021	rev	FULL-TEXT	S300	ROB	S300.1	0360-3016	271185	S0360-3016(13)X0010-0	87		1			20130901			2013-05-07		2014-08-05	12	2013-08-03T03:06:29	2015-05-14T07:24:21.991494-04:00							Copyright © 2013 Elsevier Inc. All rights reserved.		33	45		13	4	2	0	6	Uploaded	17-Jun	
Florida	JL	S1053-2498(13)01214-X	10.1016/j.healun.2013.04.010	fla	FULL-TEXT	S300	HEALUN	S300.3	1053-2498	272039	S1053-2498(13)X0007-5	32		7			201307			2013-05-07		2014-08-05	12	2013-07-11T20:44:43	2015-05-15T04:45:38.704674-04:00							Copyright © 2013 International Society for Heart and Lung Transplantation. Published by Elsevier Inc. All rights reserved.		701	706		6	0	3	0	0	Uploaded	8-Jun	
Florida	JL	S1364-6613(13)00082-X	10.1016/j.tics.2013.04.009	rev	FULL-TEXT	S300	TICS	S300.1	1364-6613	271877	S1364-6613(13)X0006-3	17		6			201306			2013-05-07		2014-08-05	12	2013-10-02T08:53:11	2015-05-15T05:49:10.645098-04:00							Published by Elsevier Ltd.		295	302		8	3	0	0	0	Uploaded	8-Jun	
