ItemPII	GreenOA EmbargoDate	ItemOnline	ItemVorOnline	EmbargoPeriod
S0376-7388(15)00216-1	2017-07-01	2015-04-03		24
S0376-7388(15)30120-4	2017-08-24	2015-08-14	2015-08-25	24
S0376-7388(15)30267-2	2017-10-27	2015-10-19	2015-10-28	24
S0376-7388(15)30376-8	2017-12-30	2015-12-17	2015-12-31	24
S0376-7388(16)30181-8	2018-04-02	2016-03-26	2016-04-02	24
S0376-8716(09)00288-9	2010-11-27	2009-08-29		12
S0376-8716(10)00410-2	2012-03-20	2010-12-21		12
S0376-8716(11)00034-2	2012-05-01	2011-02-01		12
S0376-8716(11)00096-2	2012-06-13	2011-03-16		12
S0376-8716(11)00407-8	2013-01-07	2011-10-10		12
S0376-8716(13)00097-5	2014-07-02	2013-04-03		12
S0376-8716(13)00336-0	2014-12-01	2013-09-02		12
S0376-8716(13)00413-4	2015-01-12	2013-10-14		12
S0376-8716(13)00478-X	2015-02-17	2013-11-19		12
S0376-8716(14)00837-0	2015-07-25	2014-04-26		12
S0376-8716(14)00910-7	2015-09-14	2014-06-16		12
S0376-8716(14)00911-9	2015-09-15	2014-06-17		12
S0376-8716(14)01074-6	2015-12-20	2014-09-21		12
S0376-8716(14)01848-1	2016-01-16	2014-10-18		12
S0376-8716(14)02003-1	2016-04-01	2015-01-02		12
S0376-8716(15)00093-9	2016-05-19	2015-02-19		12
S0376-8716(15)00139-8	2016-06-09	2015-03-12		12
S0376-8716(15)00236-7	2016-07-16	2015-05-12	2015-07-17	12
S0376-8716(15)00251-3	2016-07-16	2015-05-21	2015-07-17	12
S0376-8716(15)00258-6	2016-07-16	2015-05-27	2015-07-17	12
S0376-8716(15)00354-3	2016-08-06	2015-07-06	2015-08-07	12
S0376-8716(15)01607-5	2016-09-20	2015-08-25	2015-09-21	12
S0376-8716(15)01624-5	2016-10-31	2015-09-03	2015-11-01	12
S0376-8716(15)01688-9	2016-11-26	2015-10-13	2015-11-27	12
S0377-0427(10)00645-X	2013-03-07	2010-12-08		24
S0377-0427(12)00294-4	2014-10-07	2012-07-09		24
S0377-0427(14)00335-5	2016-10-27	2014-07-30		24
S0377-2217(09)00667-5	2014-04-12	2011-01-13		36
S0377-2217(09)00798-X	2014-04-12	2011-01-13		36
S0377-2217(10)00022-6	2014-04-12	2011-01-13		36
S0377-2217(10)00114-1	2014-04-12	2011-01-13		36
S0377-2217(10)00395-4	2014-04-12	2011-01-13		36
S0377-2217(10)00479-0	2014-04-12	2011-01-13		36
S0377-2217(10)00485-6	2014-04-12	2011-01-13		36
S0377-2217(10)00595-3	2014-04-12	2011-01-13		36
S0377-2217(10)00657-0	2014-04-12	2011-01-13		36
S0377-2217(10)00804-0	2014-04-12	2011-01-13		36
S0377-2217(11)00373-0	2014-08-02	2011-05-05		36
S0377-2217(11)00374-2	2014-08-01	2011-05-04		36
S0377-2217(11)00947-7	2015-02-03	2011-11-06		36
S0377-2217(11)01046-0	2015-03-02	2011-12-03		36
S0377-2217(12)00688-1	2016-01-10	2012-10-12		36
S0377-2217(13)00170-7	2016-05-28	2013-02-28		36
S0377-2217(13)00252-X	2016-06-24	2013-03-27		36
S0377-2217(13)00654-1	2016-11-16	2013-08-19		36
S0377-2217(13)00735-2	2016-12-05	2013-09-07		36
S0377-2217(13)00783-2	2017-01-06	2013-10-09		36
S0377-2217(13)00795-9	2017-01-09	2013-10-12		36
S0377-2217(13)00863-1	2017-01-27	2013-10-30		36
S0377-2217(13)00871-0	2017-02-03	2013-11-06		36
S0377-2217(13)00953-3	2017-03-03	2013-12-04		36
S0377-2217(14)00184-2	2017-06-09	2014-03-12		36
S0377-2217(14)00256-2	2017-07-02	2014-04-04		36
S0377-2217(14)00461-5	2017-09-09	2014-06-12		36
S0377-2217(14)00464-0	2017-09-01	2014-06-04		36
S0377-2217(14)00778-4	2018-01-15	2014-10-18		36
S0377-2217(14)00922-9	2018-02-15	2014-11-18		36
S0377-2217(14)00957-6	2018-02-23	2014-11-26		36
S0377-2217(15)00007-7	2018-04-21	2015-01-22		36
S0377-2217(15)00427-0	2018-07-06	2015-05-22	2015-07-07	36
S0377-2217(15)00495-6	2018-08-02	2015-06-05	2015-08-03	36
S0377-2217(15)00527-5	2018-08-02	2015-06-18	2015-08-03	36
S0377-2217(15)00787-0	2018-11-07	2015-08-28	2015-11-08	36
S0377-2217(15)00900-5	2018-11-07	2015-10-05	2015-11-08	36
S0377-2217(15)00957-1	2018-12-08	2015-10-23	2015-12-09	36
S0377-2217(16)30023-6	2019-03-17	2016-02-12	2016-03-17	36
S0377-8401(12)00215-5	2013-10-28	2012-07-30		12
S0377-8401(14)00280-6	2015-11-30	2014-09-01		12
S0378-1119(09)00516-2	2011-01-12	2009-10-14		12
S0378-1119(10)00451-8	2012-03-03	2010-12-04		12
S0378-1119(12)00071-6	2013-05-03	2012-02-03		12
S0378-1119(12)00865-7	2013-10-28	2012-07-30		12
S0378-1119(12)01516-8	2014-04-05	2013-01-05		12
S0378-1119(15)00144-4	2016-05-07	2015-02-07		12
S0378-1119(15)00427-8	2016-07-07	2015-04-09		12
S0378-1127(09)00773-7	2012-02-22	2009-11-24		24
S0378-1127(09)00876-7	2012-04-05	2010-01-06		24
S0378-1127(10)00044-7	2012-05-13	2010-02-13		24
S0378-1127(10)00053-8	2012-05-09	2010-02-09		24
S0378-1127(10)00320-8	2012-09-16	2010-06-19		24
S0378-1127(10)00445-7	2012-11-18	2010-08-21		24
S0378-1127(10)00446-9	2012-11-18	2010-08-21		24
S0378-1127(10)00472-X	2012-12-07	2010-09-09		24
S0378-1127(10)00521-9	2012-12-30	2010-10-02		24
S0378-1127(10)00561-X	2013-01-26	2010-10-29		24
S0378-1127(10)00606-7	2013-01-25	2010-10-28		24
S0378-1127(10)00666-3	2013-03-03	2010-12-04		24
S0378-1127(11)00104-6	2013-06-05	2011-03-08		24
S0378-1127(11)00149-6	2013-07-20	2011-04-22		24
S0378-1127(11)00240-4	2013-08-14	2011-05-17		24
S0378-1127(11)00273-8	2013-09-11	2011-06-14		24
S0378-1127(11)00296-9	2013-11-21	2011-08-24		24
S0378-1127(11)00442-7	2013-11-17	2011-08-20		24
S0378-1127(11)00535-4	2013-12-27	2011-09-29		24
S0378-1127(11)00589-5	2014-01-18	2011-10-21		24
S0378-1127(11)00792-4	2014-05-06	2012-02-06		24
S0378-1127(12)00041-2	2014-06-07	2012-03-09		24
S0378-1127(12)00201-0	2014-07-25	2012-04-26		24
S0378-1127(12)00428-8	2014-11-16	2012-08-18		24
S0378-1127(12)00438-0	2014-11-16	2012-08-18		24
S0378-1127(13)00287-9	2015-08-26	2013-05-28		24
S0378-1127(13)00529-X	2015-11-29	2013-08-31		24
S0378-1127(13)00721-4	2016-02-19	2013-11-21		24
S0378-1127(13)00777-9	2016-03-17	2013-12-18		24
S0378-1127(13)00824-4	2016-04-23	2014-01-24		24
S0378-1127(14)00093-0	2016-06-02	2014-03-05		24
S0378-1127(14)00116-9	2016-06-12	2014-03-15		24
S0378-1127(14)00269-2	2016-08-21	2014-05-24		24
S0378-1127(14)00524-6	2016-12-28	2014-09-30		24
S0378-1127(14)00609-4	2017-02-22	2014-11-25		24
S0378-1127(15)00014-6	2017-05-10	2015-02-10		24
S0378-1127(15)00076-6	2017-05-30	2015-03-02		24
S0378-1127(15)00087-0	2017-09-13	2015-03-07	2015-09-14	24
S0378-1127(15)00289-3	2017-09-13	2015-05-29	2015-09-14	24
S0378-1127(15)00434-X	2017-08-24	2015-08-25	2015-08-25	24
S0378-1127(15)00648-9	2017-11-20	2015-11-21	2015-11-21	24
S0378-1127(16)30116-5	2018-03-26	2016-03-26	2016-03-26	24
S0378-1135(09)00490-8	2011-01-18	2009-10-20		12
S0378-1135(09)00494-5	2011-01-22	2009-10-24		12
S0378-1135(09)00568-9	2011-02-22	2009-11-24		12
S0378-1135(10)00470-0	2012-01-05	2010-10-07		12
S0378-1135(11)00313-0	2012-08-23	2011-05-26		12
S0378-1135(11)00537-2	2012-12-29	2011-10-01		12
S0378-1135(11)00629-8	2013-03-10	2011-12-11		12
S0378-1135(12)00130-7	2013-05-17	2012-02-17		12
S0378-1135(13)00055-2	2014-04-23	2013-01-23		12
S0378-1135(14)00206-5	2015-07-20	2014-04-21		12
S0378-1135(14)00219-3	2015-08-03	2014-05-05		12
S0378-1135(14)00267-3	2015-08-27	2014-05-29		12
S0378-1135(14)00554-9	2016-03-12	2014-12-13		12
S0378-1135(14)00589-6	2016-03-23	2014-12-24		12
S0378-1135(15)00215-1	2016-06-10	2015-05-27	2015-06-11	12
S0378-1135(15)30031-6	2016-12-07	2015-09-21	2015-12-08	12
S0378-1135(15)30034-1	2016-12-07	2015-09-25	2015-12-08	12
S0378-2166(12)00325-6	2016-05-01	2013-02-01		36
S0378-2166(14)00154-4	2017-12-25	2014-09-27		36
S0378-3758(09)00318-8	2012-01-15	2009-10-17		24
S0378-3758(09)00367-X	2012-02-24	2009-11-26		24
S0378-3758(09)00368-1	2012-03-02	2009-12-03		24
S0378-3758(10)00179-5	2012-07-18	2010-04-20		24
S0378-3758(10)00294-6	2012-09-12	2010-06-15		24
S0378-3758(12)00095-X	2014-05-30	2012-03-01		24
S0378-3758(13)00028-1	2015-05-09	2013-02-08		24
S0378-3758(16)00002-1	2018-03-03	2016-01-13	2016-03-03	24
S0378-3758(16)00019-7	2018-03-24	2016-02-04	2016-03-24	24
S0378-3774(09)00251-0	2011-12-24	2009-09-25		24
S0378-3774(09)00363-1	2012-04-14	2010-01-15		24
S0378-3774(10)00152-6	2012-09-04	2010-06-07		24
S0378-3774(10)00200-3	2012-09-29	2010-07-02		24
S0378-3774(10)00237-4	2012-11-04	2010-08-07		24
S0378-3774(10)00365-3	2013-03-09	2010-12-10		24
S0378-3774(11)00012-6	2013-05-09	2011-02-09		24
S0378-3774(11)00142-9	2013-10-15	2011-07-18		24
S0378-3774(12)00062-5	2014-06-08	2012-03-10		24
S0378-3774(12)00171-0	2014-10-16	2012-07-18		24
S0378-3774(12)00315-0	2015-04-05	2013-01-05		24
S0378-3774(13)00260-6	2016-01-29	2013-10-31		24
S0378-3774(14)00040-7	2016-05-25	2014-02-25		24
S0378-3774(14)00083-3	2016-07-11	2014-04-13		24
S0378-3774(14)00161-9	2016-10-08	2014-07-11		24
S0378-3774(14)00183-8	2016-10-13	2014-07-16		24
S0378-3774(14)00244-3	2016-11-26	2014-08-29		24
S0378-3774(14)00339-4	2017-02-11	2014-11-14		24
S0378-3774(14)00353-9	2017-02-23	2014-11-26		24
S0378-3774(14)00367-9	2017-03-04	2014-12-05		24
S0378-3774(15)00039-6	2017-05-17	2015-02-17		24
S0378-3774(15)00077-3	2017-06-21	2015-03-24		24
S0378-3774(15)00103-1	2017-07-13	2015-04-15		24
S0378-3774(15)30142-6	2017-12-23	2015-11-18	2015-12-24	24
S0378-3774(16)30077-4	2018-03-10	2016-03-10	2016-03-10	24
S0378-3774(16)30125-1	2018-04-19	2016-04-19	2016-04-19	24
S0378-3782(10)00020-4	2011-05-09	2010-02-08		12
S0378-3782(13)00321-6	2015-04-09	2014-01-09		12
S0378-3782(13)00322-8	2015-04-10	2014-01-10		12
S0378-3812(12)00230-0	2014-09-03	2012-06-05		24
S0378-3812(12)00521-3	2015-01-30	2012-11-01		24
S0378-3820(14)00057-5	2016-05-22	2014-02-22		24
S0378-3839(09)00151-3	2012-02-11	2009-11-13		24
S0378-3839(11)00059-7	2013-08-02	2011-05-05		24
S0378-3839(11)00110-4	2013-10-24	2011-07-27		24
S0378-3839(11)00158-X	2013-12-17	2011-09-19		24
S0378-3839(13)00008-2	2015-05-08	2013-02-07		24
S0378-3839(15)00079-4	2017-05-28	2015-05-29	2015-05-29	24
S0378-3839(16)30034-5	2018-04-11	2016-04-11	2016-04-11	24
S0378-4266(10)00410-3	2014-01-17	2010-10-20		36
S0378-4266(15)00172-7	2018-07-12	2015-06-26	2015-07-13	36
S0378-4266(16)30027-9	2019-07-26	2016-04-27		36
S0378-4274(11)00168-8	2012-07-19	2011-04-21		12
S0378-4274(13)00145-8	2014-07-05	2013-04-06		12
S0378-4274(13)01365-9	2015-01-26	2013-10-28		12
S0378-4274(14)00036-8	2015-04-25	2014-01-25		12
S0378-4274(15)30003-5	2016-07-19	2015-07-02	2015-07-20	12
S0378-4290(09)00091-4	2011-08-03	2009-05-05		24
S0378-4290(10)00202-9	2012-11-28	2010-08-31		24
S0378-4290(10)00263-7	2013-03-02	2010-12-03		24
S0378-4290(10)00293-5	2013-03-16	2010-12-17		24
S0378-4290(11)00184-5	2013-10-03	2011-07-06		24
S0378-4290(11)00210-3	2013-10-09	2011-07-12		24
S0378-4290(11)00390-X	2014-03-19	2011-12-20		24
S0378-4290(11)00417-5	2014-04-15	2012-01-16		24
S0378-4290(12)00109-8	2014-07-25	2012-04-26		24
S0378-4290(13)00005-1	2015-05-25	2013-02-24		24
S0378-4290(13)00030-0	2015-05-25	2013-02-24		24
S0378-4290(13)00151-2	2015-08-29	2013-05-31		24
S0378-4290(14)00048-3	2016-06-22	2014-03-25		24
S0378-4290(14)00162-2	2016-10-05	2014-07-08		24
S0378-4290(15)00058-1	2017-06-16	2015-03-19		24
S0378-4290(15)00096-9	2017-07-09	2015-04-11		24
S0378-4290(15)00193-8	2017-07-01	2015-07-02	2015-07-02	24
S0378-4290(15)30038-1	2017-08-26	2015-08-27	2015-08-27	24
S0378-4290(15)30039-3	2017-08-27	2015-08-28	2015-08-28	24
S0378-4290(16)30096-X	2018-07-25	2016-04-26		24
S0378-4320(09)00087-6	2010-07-04	2009-04-05		12
S0378-4320(09)00303-0	2011-03-16	2009-12-16		12
S0378-4320(09)00304-2	2011-03-16	2009-12-16		12
S0378-4320(10)00072-2	2011-06-22	2010-03-24		12
S0378-4320(10)00081-3	2011-07-12	2010-04-13		12
S0378-4320(11)00207-7	2012-11-13	2011-08-16		12
S0378-4320(12)00317-X	2014-01-27	2012-10-29		12
S0378-4320(13)00008-0	2014-04-17	2013-01-17		12
S0378-4320(13)00081-X	2014-06-11	2013-03-13		12
S0378-4320(13)00280-7	2015-01-01	2013-10-03		12
S0378-4320(14)00163-8	2015-09-04	2014-06-06		12
S0378-4320(14)00181-X	2015-09-22	2014-06-24		12
S0378-4320(15)00116-5	2016-07-16	2015-05-16	2015-07-17	12
S0378-4371(13)00165-9	2015-06-02	2013-03-04		24
S0378-4371(13)00354-3	2015-08-01	2013-05-03		24
S0378-4371(14)00529-9	2016-10-02	2014-07-05		24
S0378-4371(14)00558-5	2016-10-02	2014-07-05		24
S0378-4371(14)00904-2	2017-01-16	2014-10-19		24
S0378-4371(15)00799-2	2017-11-09	2015-10-19	2015-11-10	24
S0378-4371(16)30032-2	2018-04-12	2016-04-01	2016-04-12	24
S0378-5122(10)00002-2	2011-05-02	2010-02-01		12
S0378-5122(11)00035-1	2012-05-31	2011-03-03		12
S0378-5122(12)00056-4	2013-06-05	2012-03-07		12
S0378-5122(14)00130-3	2015-07-20	2014-04-21		12
S0378-5122(16)30069-X	2017-04-06	2016-03-24	2016-04-06	12
S0378-5173(14)00671-1	2015-12-15	2014-09-16		12
S0378-5173(15)00069-1	2016-04-26	2015-01-27		12
S0378-5173(15)00254-9	2016-06-15	2015-03-18		12
S0378-5173(15)00273-2	2016-06-28	2015-03-31		12
S0378-5173(15)00335-X	2016-07-13	2015-04-15		12
S0378-5173(15)30116-2	2016-08-23	2015-08-07	2015-08-24	12
S0378-5173(15)30269-6	2016-12-11	2015-10-09	2015-12-12	12
S0378-5173(16)30069-2	2017-02-20	2016-02-04	2016-02-21	12
S0378-5173(16)30251-4	2017-04-07	2016-04-02	2016-04-07	12
S0378-5173(16)30311-8	2017-04-25	2016-04-20	2016-04-25	12
S0378-5955(12)00270-5	2014-02-15	2012-11-17		12
S0378-5955(12)00274-2	2014-02-25	2012-11-27		12
S0378-5955(13)00035-X	2014-05-17	2013-02-16		12
S0378-5955(13)00093-2	2014-07-05	2013-04-06		12
S0378-7206(14)00113-X	2017-12-17	2014-09-19		36
S0378-7206(15)00103-2	2019-03-29	2015-09-28	2016-03-29	36
S0378-7753(09)01548-1	2011-12-10	2009-09-11		24
S0378-7753(09)01960-0	2012-02-08	2009-11-10		24
S0378-7753(10)00319-8	2012-05-26	2010-02-26		24
S0378-7753(10)01761-1	2013-01-17	2010-10-20		24
S0378-7753(10)02277-9	2013-03-23	2010-12-24		24
S0378-7753(12)00077-8	2014-04-09	2012-01-10		24
S0378-7753(12)00301-1	2014-05-08	2012-02-08		24
S0378-7753(12)01262-1	2014-11-07	2012-08-09		24
S0378-7753(12)01477-2	2014-12-27	2012-09-28		24
S0378-7753(12)01802-2	2015-03-05	2012-12-05		24
S0378-7753(14)00957-4	2016-09-21	2014-06-24		24
S0378-7753(14)01082-9	2016-10-14	2014-07-17		24
S0378-7753(14)01204-X	2016-10-27	2014-07-30		24
S0378-7753(14)01630-9	2017-01-19	2014-10-22		24
S0378-7753(14)01685-1	2017-01-19	2014-10-22		24
S0378-7753(15)00716-8	2017-07-13	2015-04-15		24
S0378-7753(15)00928-3	2017-05-20	2015-05-21	2015-05-21	24
S0378-7753(15)30317-7	2017-09-23	2015-09-24	2015-09-24	24
S0378-7788(11)00380-X	2013-12-01	2011-09-03		24
S0378-7788(11)00451-8	2014-01-09	2011-10-12		24
S0378-7788(11)00600-1	2014-03-16	2011-12-17		24
S0378-7788(12)00477-X	2014-12-28	2012-09-29		24
S0378-7788(12)00528-2	2015-01-13	2012-10-15		24
S0378-7788(12)00673-1	2015-03-29	2012-12-29		24
S0378-7788(13)00842-6	2016-03-30	2013-12-31		24
S0378-7788(14)00544-1	2016-10-09	2014-07-12		24
S0378-7788(14)00590-8	2016-10-29	2014-08-01		24
S0378-7788(14)00643-4	2016-11-09	2014-08-12		24
S0378-7788(14)00869-X	2017-01-19	2014-10-22		24
S0378-7788(14)01028-7	2017-02-25	2014-11-28		24
S0378-7788(14)01035-4	2017-03-02	2014-12-03		24
S0378-7788(14)01070-6	2017-03-17	2014-12-18		24
S0378-7788(14)01074-3	2017-03-24	2014-12-25		24
S0378-7788(15)00068-7	2017-04-30	2015-01-31		24
S0378-7788(15)30340-6	2017-11-30	2015-10-21	2015-12-01	24
S0378-7796(11)00159-3	2013-10-27	2011-07-30		24
S0378-7796(12)00345-8	2015-03-23	2012-12-23		24
S0378-7796(13)00170-3	2015-10-22	2013-07-24		24
S0378-7796(13)00225-3	2015-12-26	2013-09-27		24
S0378-7796(14)00011-X	2016-05-01	2014-02-01		24
S0378-7796(14)00089-3	2016-06-23	2014-03-26		24
S0378-7796(14)00175-8	2016-08-20	2014-05-23		24
S0378-7796(14)00216-8	2016-09-29	2014-07-02		24
S0378-7796(14)00276-4	2016-11-04	2014-08-07		24
S0378-7796(14)00415-5	2017-04-02	2015-01-03		24
S0378-7796(15)00046-2	2017-06-03	2015-03-06		24
S0378-7796(15)00258-8	2017-09-11	2015-09-12	2015-09-12	24
S0378-7796(15)00284-9	2017-09-30	2015-10-01	2015-10-01	24
S0378-7796(16)30132-8	2018-07-27	2016-04-28		24
S0378-8733(09)00022-7	2012-09-08	2009-06-11		36
S0378-8733(14)00006-9	2017-06-10	2014-03-13		36
S0378-8733(16)00002-2	2019-03-01	2016-03-01	2016-03-01	36
S0378-8741(09)00731-4	2011-03-02	2009-12-02		12
S0378-8741(09)00746-6	2011-03-05	2009-12-05		12
S0378-8741(10)00563-5	2011-11-28	2010-08-30		12
S0378-8741(12)00654-X	2014-01-02	2012-10-04		12
S0378-8741(15)00036-7	2016-04-23	2015-01-24		12
S0378-8741(15)30056-8	2016-08-14	2015-07-29	2015-08-15	12
S0378-8741(15)30140-9	2016-10-07	2015-09-16	2015-10-08	12
S0379-0738(14)00439-3	2016-01-22	2014-10-24		12
S0379-6779(12)00240-8	2014-11-18	2012-08-20		24
S0379-6779(13)00352-4	2015-12-05	2013-09-06		24
S0379-6779(14)00077-0	2016-06-29	2014-04-01		24
S0379-6779(14)00085-X	2016-06-22	2014-03-25		24
S0379-6779(15)30034-5	2017-08-14	2015-08-15	2015-08-15	24
S0379-6779(15)30138-7	2017-12-08	2015-11-19	2015-12-09	24
S0379-7112(12)00161-0	2015-03-28	2012-12-28		24
S0380-1330(10)00203-0	2012-01-18	2010-10-20		12
S0380-1330(13)00004-X	2014-05-09	2013-02-08		12
S0387-7604(10)00147-6	2011-10-12	2010-07-14		12
S0393-0440(15)00153-9	2017-07-17	2015-07-09	2015-07-18	24
S0531-5565(10)00350-5	2012-01-13	2010-10-15		12
S0531-5565(11)00061-1	2012-05-31	2011-03-03		12
S0531-5565(11)00246-4	2013-01-09	2011-10-12		12
S0531-5565(11)00308-1	2013-02-01	2011-11-04		12
S0531-5565(12)00095-2	2013-08-06	2012-05-08		12
S0531-5565(12)00124-6	2013-08-19	2012-05-21		12
S0531-5565(12)00318-X	2014-03-22	2012-12-22		12
S0531-5565(12)00319-1	2014-03-22	2012-12-22		12
S0531-5565(12)00321-X	2014-03-22	2012-12-22		12
S0531-5565(13)00025-9	2014-04-29	2013-01-29		12
S0531-5565(13)00045-4	2014-05-21	2013-02-20		12
S0531-5565(13)00083-1	2014-06-23	2013-03-25		12
S0531-5565(13)00118-6	2014-07-28	2013-04-29		12
S0531-5565(13)00192-7	2014-08-21	2013-05-23		12
S0531-5565(13)00199-X	2014-09-05	2013-06-07		12
S0531-5565(13)00207-6	2014-10-05	2013-07-07		12
S0531-5565(13)00208-8	2014-10-02	2013-07-04		12
S0531-5565(14)00091-6	2015-07-01	2014-04-02		12
S0531-5565(14)00176-4	2015-08-22	2014-05-24		12
S0531-5565(14)00185-5	2015-09-04	2014-06-06		12
S0531-5565(15)00002-9	2016-04-04	2015-01-05		12
S0531-5565(15)30004-8	2016-08-06	2015-06-28	2015-08-07	12
S0531-5565(15)30095-4	2016-12-10	2015-11-27	2015-12-11	12
S0550-3213(10)00098-2	2010-05-13	2010-02-12		0
S0550-3213(12)00358-6	2012-09-30	2012-07-02		0
S0584-8547(09)00354-1	2012-02-18	2009-11-20		24
S0584-8547(10)00297-1	2013-02-22	2010-11-25		24
S0584-8547(11)00004-8	2013-04-18	2011-01-19		24
S0584-8547(11)00069-3	2013-07-12	2011-04-14		24
S0584-8547(12)00165-6	2014-09-28	2012-06-30		24
S0584-8547(12)00229-7	2015-01-02	2012-10-04		24
S0584-8547(12)00381-3	2015-04-08	2013-01-08		24
S0584-8547(13)00238-3	2015-12-11	2013-09-12		24
S0584-8547(14)00089-5	2016-09-03	2014-06-06		24
S0584-8547(14)00185-2	2017-01-04	2014-10-07		24
S0584-8547(14)00201-8	2017-01-04	2014-10-07		24
S0584-8547(15)00007-5	2017-04-12	2015-01-13		24
S0584-8547(15)00103-2	2017-05-15	2015-04-17	2015-05-16	24
S0720-048X(12)70019-0	2014-01-16	2012-10-18		12
S0720-048X(12)70037-2	2014-01-16	2012-10-18		12
S0720-048X(12)70038-4	2014-01-16	2012-10-18		12
S0723-0869(11)00006-5	2013-05-04	2011-02-04		24
S0723-2020(15)00088-0	2016-09-08	2015-06-11	2015-09-09	12
S0723-2020(16)30002-9	2017-07-19	2016-04-20		12
S0730-725X(10)00384-X	2012-04-11	2011-01-12		12
S0730-725X(11)00090-7	2012-07-27	2011-04-29		12
S0730-725X(11)00142-1	2012-09-05	2011-06-08		12
S0730-725X(11)00287-6	2012-12-07	2011-09-09		12
S0730-725X(12)00069-0	2013-07-11	2012-04-12		12
S0730-725X(12)00244-5	2013-11-11	2012-08-13		12
S0730-725X(13)00234-8	2014-11-28	2013-08-30		12
S0730-725X(15)00191-5	2016-11-19	2015-08-04	2015-11-20	12
S0730-725X(15)00303-3	2017-02-12	2015-12-18	2016-02-13	12
S0731-7085(14)00631-1	2017-03-21	2014-12-22		24
S0731-7085(15)30244-2	2017-11-30	2015-11-23	2015-12-01	24
S0732-8893(10)00084-2	2011-10-14	2010-07-16		12
S0732-8893(14)00124-2	2015-06-20	2014-03-22		12
S0732-8893(15)00023-1	2016-04-21	2015-01-22		12
S0732-8893(15)00394-6	2017-01-12	2015-11-11	2016-01-13	12
S0733-8619(15)00076-6	2016-11-24	2015-11-25	2015-11-25	12
S0733-8619(15)00100-0	2016-11-24	2015-11-25	2015-11-25	12
S0733-8627(10)00082-9	2012-02-21	2010-11-23		12
S0733-8627(10)00089-1	2012-02-21	2010-11-23		12
S0733-8627(15)00074-7	2016-11-26	2015-11-27	2015-11-27	12
S0733-8627(15)00107-8	2016-11-26	2015-11-27	2015-11-27	12
S0734-743X(10)00194-6	2013-02-09	2010-11-12		24
S0734-743X(14)00149-3	2016-10-21	2014-07-24		24
S0734-743X(15)00237-7	2018-04-22	2015-11-24	2016-04-22	24
S0734-743X(16)30021-5	2018-02-09	2016-01-28	2016-02-10	24
S0734-743X(16)30199-3	2018-04-27	2016-04-19	2016-04-27	24
S0734-9750(13)00112-2	2014-09-29	2013-07-01		12
S0734-9750(15)00076-2	2016-06-15	2015-05-01	2015-06-16	12
S0735-1097(10)00084-7	2011-06-07	2010-03-09		12
S0735-1097(10)00901-0	2011-08-02	2010-05-04		12
S0735-1097(10)01437-3	2011-09-13	2010-06-15		12
S0735-1097(10)01920-0	2011-11-29	2010-08-31		12
S0735-1097(10)02008-5	2011-10-25	2010-07-27		12
S0735-1097(10)02473-3	2011-12-07	2010-09-08		12
S0735-1097(10)02578-7	2011-12-15	2010-09-16		12
S0735-1097(10)03495-9	2011-12-11	2010-09-12		12
S0735-1097(10)03812-X	2012-02-07	2010-11-09		12
S0735-1097(10)03818-0	2012-02-07	2010-11-09		12
S0735-1097(10)04575-4	2012-04-25	2011-01-26		12
S0735-1097(10)04963-6	2012-05-29	2011-03-01		12
S0735-1097(10)05062-X	2012-06-05	2011-03-08		12
S0735-1097(11)01264-2	2012-09-11	2011-06-14		12
S0735-1097(11)01342-8	2012-09-18	2011-06-21		12
S0735-1097(11)01958-9	2012-11-06	2011-08-09		12
S0735-1097(11)02167-X	2012-11-20	2011-08-23		12
S0735-1097(11)02503-4	2012-12-10	2011-09-12		12
S0735-1097(11)02508-3	2012-12-17	2011-09-19		12
S0735-1097(11)03450-4	2013-04-22	2012-01-23		12
S0735-1097(11)04384-1	2013-02-11	2011-11-14		12
S0735-1097(11)04875-3	2013-04-22	2012-01-23		12
S0735-1097(11)04991-6	2013-04-29	2012-01-30		12
S0735-1097(11)05262-4	2013-05-27	2012-02-27		12
S0735-1097(12)00634-1	2013-07-29	2012-04-30		12
S0735-1097(12)00978-3	2013-07-17	2012-04-18		12
S0735-1097(12)00987-4	2013-08-19	2012-05-21		12
S0735-1097(12)01213-2	2013-09-09	2012-06-11		12
S0735-1097(12)01300-9	2013-09-04	2012-06-06		12
S0735-1097(12)02293-0	2013-12-02	2012-09-03		12
S0735-1097(12)04224-6	2014-01-15	2012-10-17		12
S0735-1097(12)04655-4	2014-02-05	2012-11-07		12
S0735-1097(12)04938-8	2014-02-19	2012-11-21		12
S0735-1097(13)00929-7	2014-06-08	2013-03-10		12
S0735-1097(13)01478-2	2014-07-15	2013-04-16		12
S0735-1097(13)01728-2	2014-07-30	2013-05-01		12
S0735-1097(13)01784-1	2014-08-07	2013-05-09		12
S0735-1097(13)02162-1	2014-09-05	2013-06-07		12
S0735-1097(13)03925-9	2015-01-12	2013-10-14		12
S0735-1097(13)05380-1	2014-12-26	2013-09-27		12
S0735-1097(13)05865-8	2015-01-28	2013-10-30		12
S0735-1097(13)05966-4	2015-02-11	2013-11-13		12
S0735-1097(13)06227-X	2015-03-04	2013-12-04		12
S0735-1097(13)06295-5	2015-03-11	2013-12-11		12
S0735-1097(13)06426-7	2015-03-12	2013-12-12		12
S0735-1097(14)02602-3	2015-10-19	2014-07-21		12
