unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
PlantPath		"""Kumar, L. M., Smith, M. E., Nouhra, E. R., Orihara, T., Leiva, P. S., Pfister, D. H., Mclaughlin, D. J., Trappe, J. M. and Healy, R. A."""	2017	"""A molecular and morphological re-examination of the generic limits of truffles in the tarzetta-geopyxis lineageDensocarpa, Hydnocystis, and Paurocotylis"""	Fungal Biology	121	3	264-284	"""Kumar, L. M., Smith, M. E., Nouhra, E. R., Orihara, T., Leiva, P. S., Pfister, D. H., Mclaughlin, D. J., Trappe, J. M. and Healy, R. A.""|2017|""A molecular and morphological re-examination of the generic limits of truffles in the tarzetta-geopyxis lineageDensocarpa, Hydnocystis, and Paurocotylis""|Fungal Biology|121|3|264-284|Journal Article|||PlantPath|"
MidFL_REC	10.3390/insects8040119	"""Kumar, V., Avery, P. B., Ahmed, J., Cave, R. D., Mckenzie, C. L. and Osborne, L. S."""	2017	"""Compatibility and Ef?cacy of Isaria fumosorosea with Horticultural Oils for Mitigation of the Asian Citrus Psyllid, Diaphorina citri (Hemiptera: Liviidae)."""	Insects	8		119	"""Kumar, V., Avery, P. B., Ahmed, J., Cave, R. D., Mckenzie, C. L. and Osborne, L. S.""|2017|""Compatibility and Ef?cacy of Isaria fumosorosea with Horticultural Oils for Mitigation of the Asian Citrus Psyllid, Diaphorina citri (Hemiptera: Liviidae).""|Insects|8||119|Journal Article|New faculty: Kumar MidFl_REC|10.3390/insects8040119|MidFL_REC|"
IndianRiv_REC	10.3390/insects8040119	"""Kumar, V., Avery, P. B., Ahmed, J., Cave, R. D., Mckenzie, C. L. and Osborne, L. S."""	2017	"""Compatibility and Efficacy of Isaria fumosorosea with Horticultural Oils for Mitigation of the Asian Citrus Psyllid, Diaphorina citri (Hemiptera: Liviidae)"""	Insects	8	19	1-11	"""Kumar, V., Avery, P. B., Ahmed, J., Cave, R. D., Mckenzie, C. L. and Osborne, L. S.""|2017|""Compatibility and Efficacy of Isaria fumosorosea with Horticultural Oils for Mitigation of the Asian Citrus Psyllid, Diaphorina citri (Hemiptera: Liviidae)""|Insects|8|19|1-11|Journal Article|New faculty: Kumar MidFl_REC|10.3390/insects8040119|IndianRiv_REC|"
MidFL_REC	10.3390/ijms18102100	"""Kumar, V., Dickey, A., Seal, D. R., Shatters, R., Osborne, L. and Mckenzie, C."""	2017	Unexpected High Intragenomic Variation in Two of Three Major Pest Thrips Species Does Not Affect Ribosomal Internal Transcribed Spacer 2 (ITS2) Utility for Thrips Identification.	International Journal of Molecular Sciences	18		2100	"""Kumar, V., Dickey, A., Seal, D. R., Shatters, R., Osborne, L. and Mckenzie, C.""|2017|Unexpected High Intragenomic Variation in Two of Three Major Pest Thrips Species Does Not Affect Ribosomal Internal Transcribed Spacer 2 (ITS2) Utility for Thrips Identification.|International Journal of Molecular Sciences|18||2100|Journal Article|New faculty: Kumar MidFl_REC|10.3390/ijms18102100|MidFL_REC|"
Trop_REC	10.3390/ijms18102100	"""Kumar, V., Dickey, M. A., Seal, R. D., Shatters, G. R., Osborne, S. L. and Mckenzie, L. C."""	2017	Unexpected High Intragenomic Variation in Two of Three Major Pest Thrips Species Does Not Affect Ribosomal Internal Transcribed Spacer 2 (ITS2) Utility for Thrips Identification	International Journal of Molecular Sciences	18	10		"""Kumar, V., Dickey, M. A., Seal, R. D., Shatters, G. R., Osborne, S. L. and Mckenzie, L. C.""|2017|Unexpected High Intragenomic Variation in Two of Three Major Pest Thrips Species Does Not Affect Ribosomal Internal Transcribed Spacer 2 (ITS2) Utility for Thrips Identification|International Journal of Molecular Sciences|18|10||Journal Article|New faculty: Kumar MidFl_REC|10.3390/ijms18102100|Trop_REC|"
Trop_REC	10.1653/024.100.0322	"""Kumar, V., Kakkar, G., Seal, D., L Mckenzie, C. and S Osborne, L."""	2017	"""Evaluation of Insecticides for Curative, Preventive, and Rotational Use on Scirtothrips dorsalis South Asia 1 (Thysanoptera: Thripidae)"""		100		634-646	"""Kumar, V., Kakkar, G., Seal, D., L Mckenzie, C. and S Osborne, L.""|2017|""Evaluation of Insecticides for Curative, Preventive, and Rotational Use on Scirtothrips dorsalis South Asia 1 (Thysanoptera: Thripidae)""||100||634-646|Book|Ineligible: not an article; New faculty: Kumar MidFl_REC|10.1653/024.100.0322|Trop_REC|"
MidFL_REC		"""Kumar, V., Kakkar, G., Seal, D. R., Mckenzie, C. L. and Osborne, L. S."""	2017	"""Evaluation of insecticides for curative, prophylactic and rotational use on Scirtothrips dorsalis South Asia 1."""	Florida Entomologist	100		634-646	"""Kumar, V., Kakkar, G., Seal, D. R., Mckenzie, C. L. and Osborne, L. S.""|2017|""Evaluation of insecticides for curative, prophylactic and rotational use on Scirtothrips dorsalis South Asia 1.""|Florida Entomologist|100||634-646|Journal Article|New faculty: Kumar MidFl_REC||MidFL_REC|"
FYCS		"""Kumaran, M., Swapna, K., Kumaran, L., Harris, V. and Pracht, D."""	2017	How much is too much? An analysis of social media usage during study abroad programs focusing on social and environmental sustainability.		7	1	13-24	"""Kumaran, M., Swapna, K., Kumaran, L., Harris, V. and Pracht, D.""|2017|How much is too much? An analysis of social media usage during study abroad programs focusing on social and environmental sustainability.||7|1|13-24|Generic|||FYCS|"
PlantPath	10.1094/PDIS-03-16-0331-RE	"""Kunwar, S., Paret, M. L., Freeman, J. H., Ritchie, L., Olson, S. M., Colee, J. and Jones, J. B."""	2017	Foliar Applications of Acibenzolar-S-Methyl Negatively Affect the Yield of Grafted Tomatoes in Fields Infested with Ralstonia solanacearum	Plant Disease				"""Kunwar, S., Paret, M. L., Freeman, J. H., Ritchie, L., Olson, S. M., Colee, J. and Jones, J. B.""|2017|Foliar Applications of Acibenzolar-S-Methyl Negatively Affect the Yield of Grafted Tomatoes in Fields Infested with Ralstonia solanacearum|Plant Disease||||Journal Article||10.1094/PDIS-03-16-0331-RE|PlantPath|"
NoFL_REC	10.1094/pdis-03-16-0331-re	"""Kunwar, S., Paret, M. L., Freeman, J. H., Ritchie, L., Olson, S. M., Colee, J. and Jones, J. B."""	2017	Foliar Applications of Acibenzolar-S-Methyl Negatively Affect the Yield of Grafted Tomatoes in Fields Infested with Ralstonia solanacearum	Plant Disease	101	6	890-894	"""Kunwar, S., Paret, M. L., Freeman, J. H., Ritchie, L., Olson, S. M., Colee, J. and Jones, J. B.""|2017|Foliar Applications of Acibenzolar-S-Methyl Negatively Affect the Yield of Grafted Tomatoes in Fields Infested with Ralstonia solanacearum|Plant Disease|101|6|890-894|Journal Article||10.1094/pdis-03-16-0331-re|NoFL_REC|"
Everglades_REC	10.21273/hortsci10835-16	"""Lafta, A., Turini, T., Sandoya, G. V. and Mou, B."""	2017	"""Field Evaluation of Green and Red Leaf Lettuce Genotypes in the Imperial, San Joaquin, and Salinas Valleys of California for Heat Tolerance and Extension of the Growing Seasons"""	HortScience	52	1	40-48	"""Lafta, A., Turini, T., Sandoya, G. V. and Mou, B.""|2017|""Field Evaluation of Green and Red Leaf Lettuce Genotypes in the Imperial, San Joaquin, and Salinas Valleys of California for Heat Tolerance and Extension of the Growing Seasons""|HortScience|52|1|40-48|Journal Article||10.21273/hortsci10835-16|Everglades_REC|"
ABE	10.1007/s00267-016-0769-0	"""Lagerwall, G., Kiker, G., Munoz-Carpena, R. and Wang, N. M."""	2017	Accounting for the Impact of Management Scenarios on Typha Domingensis (Cattail) in an Everglades Wetland	Environmental Management	59	1	129-140	"""Lagerwall, G., Kiker, G., Munoz-Carpena, R. and Wang, N. M.""|2017|Accounting for the Impact of Management Scenarios on Typha Domingensis (Cattail) in an Everglades Wetland|Environmental Management|59|1|129-140|Journal Article||10.1007/s00267-016-0769-0|ABE|"
Gulf_REC		"""Lahm, G., Desaeger, J., Smith, B., Pahutski, T., Rivera, M., Meloro, T., Kucharczyk, R., Lett, R., Daly, A., Cordova, D., Thoden, T. and Wiles, J."""	2017	The discovery of fluazaindolizine: A new product for the control of plant parasitic nematodes	Bioorganic and Medicinal Chemistry Letters	27	1572-1575		"""Lahm, G., Desaeger, J., Smith, B., Pahutski, T., Rivera, M., Meloro, T., Kucharczyk, R., Lett, R., Daly, A., Cordova, D., Thoden, T. and Wiles, J.""|2017|The discovery of fluazaindolizine: A new product for the control of plant parasitic nematodes|Bioorganic and Medicinal Chemistry Letters|27|1572-1575||Journal Article|||Gulf_REC|"
IndianRiv_REC	10.1007/s10526-017-9853-5	"""Lake, E. C. and Minteer, C. R."""	2018	A review of the integration of classical biological control with other techniques to manage invasive weeds in natural areas and rangelands	BioControl	63	1	71-86	"""Lake, E. C. and Minteer, C. R.""|2018|A review of the integration of classical biological control with other techniques to manage invasive weeds in natural areas and rangelands|BioControl|63|1|71-86|Journal Article|Ineligible: 2018|10.1007/s10526-017-9853-5|IndianRiv_REC|"
Citrus_REC	10.1016/j.fm.2017.06.003	"""Lambertini, E. B., J.; Schaffner, D. W.; Danyluk, M. D.; Harris, L. J."""	2017	Modeling the risk of salmonellosis from consumption of pistachios produced and consumed in the United States	Food Microbiology	67		85-96	"""Lambertini, E. B., J.; Schaffner, D. W.; Danyluk, M. D.; Harris, L. J.""|2017|Modeling the risk of salmonellosis from consumption of pistachios produced and consumed in the United States|Food Microbiology|67||85-96|Journal Article||10.1016/j.fm.2017.06.003|Citrus_REC|"
EnvHort		"""Lamm, A. J., Warner, L. A., Martin, E. T., White, S. A. and Fisher, P."""	2017	Enhancing Extension Programs by Discussing Water Conservation Technology Adoption with Growers	Journal of Agricultural Education	58	1		"""Lamm, A. J., Warner, L. A., Martin, E. T., White, S. A. and Fisher, P.""|2017|Enhancing Extension Programs by Discussing Water Conservation Technology Adoption with Growers|Journal of Agricultural Education|58|1||Journal Article|||EnvHort|"
EnvHort	10.5191/jiaee.2017.24110	"""Lamm, A. J., Warner, L. A., Taylor, M. R., Martin, E. T., White, S. and Fisher, P. R."""	2017	Diffusing Water Conservation and Treatment Technologies to Nursery and Greenhouse Growers		April 2017		105-119	"""Lamm, A. J., Warner, L. A., Taylor, M. R., Martin, E. T., White, S. and Fisher, P. R.""|2017|Diffusing Water Conservation and Treatment Technologies to Nursery and Greenhouse Growers||April 2017||105-119|Generic||10.5191/jiaee.2017.24110|EnvHort|"
AgEd	10.4195/nse2017.03.0006	"""Lamm, A. J. L., Kevan W."""	2017	Mapping the Money: A Social Network Analysis of Funding Relationships among Higher Education Biology Opinion Leaders	Natural Sciences Education	46	1	0	"""Lamm, A. J. L., Kevan W.""|2017|Mapping the Money: A Social Network Analysis of Funding Relationships among Higher Education Biology Opinion Leaders|Natural Sciences Education|46|1|0|Journal Article||10.4195/nse2017.03.0006|AgEd|"
AgEd	10.5191/jiaee.2017.24111	"""Lamm, A. J. W., ; L. A.; Taylor, M. R.; Martin, E. T.; White, S. A.; & Fisher, P."""	2017	Diffusing water conservation and treatment technologies to nursery and greenhouse growers	Journal of International Agricultural and Extension Education	24	1		"""Lamm, A. J. W., ; L. A.; Taylor, M. R.; Martin, E. T.; White, S. A.; & Fisher, P.""|2017|Diffusing water conservation and treatment technologies to nursery and greenhouse growers|Journal of International Agricultural and Extension Education|24|1||Journal Article|Manually entered AM 1/26/18|10.5191/jiaee.2017.24111|AgEd|"
AgEd	10.5032/jae.2017.01251	"""Lamm, A. W., Laura; Martin, Emmett; White, Sarah; Fisher, Paul"""	2017	Enhancing Extension Programs by Discussing Water Conservation Technology Adoption with Growers	Journal of Agricultural Education	58	1	251-266	"""Lamm, A. W., Laura; Martin, Emmett; White, Sarah; Fisher, Paul""|2017|Enhancing Extension Programs by Discussing Water Conservation Technology Adoption with Growers|Journal of Agricultural Education|58|1|251-266|Journal Article||10.5032/jae.2017.01251|AgEd|"
FYCS	1012806/V16/I3/T2	"""Lamm, K., Carter, H., Lamm, A. and Lindsey, A."""	2017	Community Leadership: A Theory-Based Model	Journal of Leadership Education	16	3	118-133	"""Lamm, K., Carter, H., Lamm, A. and Lindsey, A.""|2017|Community Leadership: A Theory-Based Model|Journal of Leadership Education|16|3|118-133|Electronic Article||1012806/V16/I3/T2|FYCS|"
AgEd	10.5032/jae.2017.02020	"""Lamm, K. S., Rochelle; Lamm, Alexa"""	2017	The Mentoring Experience: Leadership Development Program Perspectives	Journal of Agricultural Education	58	2	20-34	"""Lamm, K. S., Rochelle; Lamm, Alexa""|2017|The Mentoring Experience: Leadership Development Program Perspectives|Journal of Agricultural Education|58|2|20-34|Journal Article||10.5032/jae.2017.02020|AgEd|"
AgEd		"""Lamm, K. W. C., Hannah S.; Lamm, Alexa J.; Lindsey, Angie B."""	2017	Community Leadership: A Theory-Based Model	Journal of Leadership Education	16	3	118-133	"""Lamm, K. W. C., Hannah S.; Lamm, Alexa J.; Lindsey, Angie B.""|2017|Community Leadership: A Theory-Based Model|Journal of Leadership Education|16|3|118-133|Journal Article|||AgEd|"
AgEd		"""Lamm, K. W. L., A.; J.; Davis, K.; & Bommidi, J. S."""	2017	Identifying knowledge management capacity needs of rural advisory service networks	Journal of International Agricultural and Extension Education	24	2		"""Lamm, K. W. L., A.; J.; Davis, K.; & Bommidi, J. S.""|2017|Identifying knowledge management capacity needs of rural advisory service networks|Journal of International Agricultural and Extension Education|24|2||Journal Article|Manually entered AM 1/26/18||AgEd|"
AgEd	10.12806/v16/i1/r2	"""Lamm, K. W. S., Emana; Carter, Hannah S.; Lamm, Alexa J."""	2017	Predicting Undergraduate Leadership Student Goal Orientation Using Personality Traits	Journal of Leadership Education	16	1	18-33	"""Lamm, K. W. S., Emana; Carter, Hannah S.; Lamm, Alexa J.""|2017|Predicting Undergraduate Leadership Student Goal Orientation Using Personality Traits|Journal of Leadership Education|16|1|18-33|Journal Article||10.12806/v16/i1/r2|AgEd|"
ABE		"""Lamsal, A., Welch, S., Jones, J., Boote, K., Asebedo, A., Crain, J., Wang, X., Boyer, W., Giri, A. and Frink, E."""	2017	Efficient crop model parameter estimation and site characterization using large breeding trial data sets	Agricultural Systems	157		170-184	"""Lamsal, A., Welch, S., Jones, J., Boote, K., Asebedo, A., Crain, J., Wang, X., Boyer, W., Giri, A. and Frink, E.""|2017|Efficient crop model parameter estimation and site characterization using large breeding trial data sets|Agricultural Systems|157||170-184|Journal Article|||ABE|"
Agron	10.1016/j.agsy.2017.07.016	"""Lamsal, A. W., S. M.; Jones, J. W.; Boote, K. J.; Asebedo, A.; Crain, J.; Wang, X.; Boyer, W.; Giri, A.; Frink, E.; Xu, X.; Gundy, G.; Ou, J. J."""	2017	Efficient crop model parameter estimation and site characterization using large breeding trial data sets	Agricultural Systems	157		170-184	"""Lamsal, A. W., S. M.; Jones, J. W.; Boote, K. J.; Asebedo, A.; Crain, J.; Wang, X.; Boyer, W.; Giri, A.; Frink, E.; Xu, X.; Gundy, G.; Ou, J. J.""|2017|Efficient crop model parameter estimation and site characterization using large breeding trial data sets|Agricultural Systems|157||170-184|Journal Article||10.1016/j.agsy.2017.07.016|Agron|"
SFRC		"""Lane, C., Livengood, E. J., Miles, R. D. and Chapman, F. A."""	2017	"""The effects of evey-other-day feeding on the growth performance of yearling stellate sturgeon, Acipenserstellatus."""	Journal of Applied Aquaculture	29	3-4	39-46	"""Lane, C., Livengood, E. J., Miles, R. D. and Chapman, F. A.""|2017|""The effects of evey-other-day feeding on the growth performance of yearling stellate sturgeon, Acipenserstellatus.""|Journal of Applied Aquaculture|29|3-4|39-46|Journal Article|||SFRC|"
Citrus_REC	10.1093/jee/tox231	"""Langdon, K. W. R., M. E."""	2017	Neonicotinoid-Induced Mortality of Diaphorina Citri (Hemiptera: Liviidae) is Affected by Route of Exposure	Journal of Economic Entomology	110	5	2229-2234	"""Langdon, K. W. R., M. E.""|2017|Neonicotinoid-Induced Mortality of Diaphorina Citri (Hemiptera: Liviidae) is Affected by Route of Exposure|Journal of Economic Entomology|110|5|2229-2234|Journal Article||10.1093/jee/tox231|Citrus_REC|"
AniSci	10.1016/j.livsci.2017.10.015	"""Laodim, T., Elzo, M. A., Koonawootrittriron, S., Suwanasopee, T. and Jattawa, D."""	2017	Identification of SNP markers associated with milk and fat yields in multibreed dairy cattle using two genetic group structures	Livestock Science	206		95-104	"""Laodim, T., Elzo, M. A., Koonawootrittriron, S., Suwanasopee, T. and Jattawa, D.""|2017|Identification of SNP markers associated with milk and fat yields in multibreed dairy cattle using two genetic group structures|Livestock Science|206||95-104|Journal Article||10.1016/j.livsci.2017.10.015|AniSci|"
AniSci	10.3168/jds.2016-11993	"""Laporta, J., Fabris, T. F., Skibiel, A. L., Powell, J. L., Hayen, M. J., Horvath, K., Miller-Cushon, E. K. and Dahl, G. E."""	2017	In utero exposure to heat stress during late gestation has prolonged effects on the activity patterns and growth of dairy calves	J Dairy Sci	100	4	2976-2984	"""Laporta, J., Fabris, T. F., Skibiel, A. L., Powell, J. L., Hayen, M. J., Horvath, K., Miller-Cushon, E. K. and Dahl, G. E.""|2017|In utero exposure to heat stress during late gestation has prolonged effects on the activity patterns and growth of dairy calves|J Dairy Sci|100|4|2976-2984|Journal Article||10.3168/jds.2016-11993|AniSci|"
HortSci		"""Lappe, R. R., Baier, J. W., Boehlein, S. K., Huffman, R., Lin, Q., Wattebled, F., Settles, A. M., Hannah, L. C., Borisjuk, L. and Rolletschek, H."""	2018	Functions of maize genes encoding pyruvate phosphate dikinase in developing endosperm	Proceedings of the National Academy of Sciences	115	1	E24-E33	"""Lappe, R. R., Baier, J. W., Boehlein, S. K., Huffman, R., Lin, Q., Wattebled, F., Settles, A. M., Hannah, L. C., Borisjuk, L. and Rolletschek, H.""|2018|Functions of maize genes encoding pyruvate phosphate dikinase in developing endosperm|Proceedings of the National Academy of Sciences|115|1|E24-E33|Journal Article|||HortSci|"
SFRC		"""Laramore, S., Sturmer, L., Baptiste, R., Yang, H., Sinacore, C. and Urban, E."""	2017	"""Fatty acid composition of adult and larval sunray venus clams, Macrocallista nimbosa: Environmental and gametogenic impacts"""	Journal of Shellfish Research				"""Laramore, S., Sturmer, L., Baptiste, R., Yang, H., Sinacore, C. and Urban, E.""|2017|""Fatty acid composition of adult and larval sunray venus clams, Macrocallista nimbosa: Environmental and gametogenic impacts""|Journal of Shellfish Research||||Journal Article|||SFRC|"
EntNem	10.1093/jipm/pmx012	"""Larson, J. L., Dale, A., Held, D., Mcgraw, B., Richmond, D. S., Wickings, K. and Williamson, R. C."""	2017	Optimizing Pest Management Practices to Conserve Pollinators in Turf Landscapes: Current Practices and Future Research Needs	Journal of Integrated Pest Management	8	1		"""Larson, J. L., Dale, A., Held, D., Mcgraw, B., Richmond, D. S., Wickings, K. and Williamson, R. C.""|2017|Optimizing Pest Management Practices to Conserve Pollinators in Turf Landscapes: Current Practices and Future Research Needs|Journal of Integrated Pest Management|8|1||Journal Article||10.1093/jipm/pmx012|EntNem|"
EntNem	10.1016/j.neuro.2016.05.021	"""Larson, N. R., Carlier, P. R., Gross, A. D., Islam, R. M., Ma, M., Sun, B. N., Totrov, M. M., Yadav, R. and Bloomquist, J. R."""	2017	Toxicology of potassium channel-directed compounds in mosquitoes	Neurotoxicology	60		214-223	"""Larson, N. R., Carlier, P. R., Gross, A. D., Islam, R. M., Ma, M., Sun, B. N., Totrov, M. M., Yadav, R. and Bloomquist, J. R.""|2017|Toxicology of potassium channel-directed compounds in mosquitoes|Neurotoxicology|60||214-223|Journal Article||10.1016/j.neuro.2016.05.021|EntNem|"
Range_REC	10.1017/wet.2017.45	"""Lastinger, C. A., Dias, J., Sellers, B. A., Ferrell, J. A., Silveira, M. L. and Vendramini, J. M. B."""	2017	Limpograss (Hemarthria altissima) Tolerance to Hexazinone	Weed Technology	31	5	682-688	"""Lastinger, C. A., Dias, J., Sellers, B. A., Ferrell, J. A., Silveira, M. L. and Vendramini, J. M. B.""|2017|Limpograss (Hemarthria altissima) Tolerance to Hexazinone|Weed Technology|31|5|682-688|Journal Article||10.1017/wet.2017.45|Range_REC|"
Agron	10.1017/wet.2017.45	"""Lastinger, C. a. D., Jlcs; Sellers, B. A.; Ferrell, J. A.; Silveira, M. L.; Vendramini, J. M. B."""	2017	Limpograss (Hemarthria altissima) Tolerance to Hexazinone	Weed Technology	31	5	682-688	"""Lastinger, C. a. D., Jlcs; Sellers, B. A.; Ferrell, J. A.; Silveira, M. L.; Vendramini, J. M. B.""|2017|Limpograss (Hemarthria altissima) Tolerance to Hexazinone|Weed Technology|31|5|682-688|Journal Article||10.1017/wet.2017.45|Agron|"
WildEco	10.1002/ecs2.1900	"""Lau, M. K., Borrett, S. R., Baiser, B., Gotelli, N. J. and Ellison, A. M."""	2017	Ecological network metrics: opportunities for synthesis	Ecosphere	8	8	e01900	"""Lau, M. K., Borrett, S. R., Baiser, B., Gotelli, N. J. and Ellison, A. M.""|2017|Ecological network metrics: opportunities for synthesis|Ecosphere|8|8|e01900|Journal Article||10.1002/ecs2.1900|WildEco|"
SFRC		"""Lawson, K. M., Tuckett, Q. M., Ritch, J. L., Nico, L., Fuller, P., Matheson, E. and Hill, J. E."""	2017	"""Distribution and status update for select non-native fishes in the Tampa Bay area, a hot spot for non-native fishes."""	Bioinvasions Records	6	4	393-406	"""Lawson, K. M., Tuckett, Q. M., Ritch, J. L., Nico, L., Fuller, P., Matheson, E. and Hill, J. E.""|2017|""Distribution and status update for select non-native fishes in the Tampa Bay area, a hot spot for non-native fishes.""|Bioinvasions Records|6|4|393-406|Journal Article|||SFRC|"
PlantPath	10.1080/00275514.2017.1307005	"""Lazarus, K. L., Benny, G. L., Ho, H.-M. and Smith, M. E."""	2017	"""Phylogenetic systematics of Syncephalis (Zoopagales, Zoopagomycotina), a genus of ubiquitous mycoparasites"""	Mycologia	109	2	333-349	"""Lazarus, K. L., Benny, G. L., Ho, H.-M. and Smith, M. E.""|2017|""Phylogenetic systematics of Syncephalis (Zoopagales, Zoopagomycotina), a genus of ubiquitous mycoparasites""|Mycologia|109|2|333-349|Journal Article||10.1080/00275514.2017.1307005|PlantPath|"
AgEd	10.4148/1051-0834.1002	"""Leal, A. R., Joy N.; Lamm, Alexa J."""	2017	Using Critical Thinking Styles to Inform Food Safety Behavior Communication Campaigns	Journal of Applied Communications	101	2		"""Leal, A. R., Joy N.; Lamm, Alexa J.""|2017|Using Critical Thinking Styles to Inform Food Safety Behavior Communication Campaigns|Journal of Applied Communications|101|2||Journal Article||10.4148/1051-0834.1002|AgEd|"
AgEd	10.1016/j.foodcont.2016.10.040	"""Leal, A. R., Taylor K.; Rumble, Joy N.; Simonne, Amarat H."""	2017	Exploring Florida residents food safety knowledge and behaviors: A generational comparison	Food Control	73		1195-1202	"""Leal, A. R., Taylor K.; Rumble, Joy N.; Simonne, Amarat H.""|2017|Exploring Florida residents food safety knowledge and behaviors: A generational comparison|Food Control|73||1195-1202|Journal Article||10.1016/j.foodcont.2016.10.040|AgEd|"
NoFL_REC	10.21273/horttech03765-17	"""Lebude, A., Fulcher, A., Dubois, J.-J., Braman, S. K., Chappell, M., Chong, J. H., Derr, J., Gauthier, N., Hale, F., Klingeman, W., Knox, G., Neal, J. and Windham, A."""	2017	Experiential Nursery Integrated Pest Management Workshop Series to Enhance Grower Practice Adoption	HortTechnology	27	6	772-781	"""Lebude, A., Fulcher, A., Dubois, J.-J., Braman, S. K., Chappell, M., Chong, J. H., Derr, J., Gauthier, N., Hale, F., Klingeman, W., Knox, G., Neal, J. and Windham, A.""|2017|Experiential Nursery Integrated Pest Management Workshop Series to Enhance Grower Practice Adoption|HortTechnology|27|6|772-781|Journal Article||10.21273/horttech03765-17|NoFL_REC|"
SFRC		"""Lecours, V."""	2017	On the use of maps and models in conservation and resource management (warning: results may vary).	Frontiers in Marine Science	4	288	1-18	"""Lecours, V.""|2017|On the use of maps and models in conservation and resource management (warning: results may vary).|Frontiers in Marine Science|4|288|1-18|Journal Article|New faculty: Lecours SFRC||SFRC|"
SFRC	10.1002/rse2.49	"""Lecours, V., Devillers, R., Edinger, E. N., Brown, C. J. and Lucieer, V. L."""	2017	Influence of artefacts in marine digital terrain models on habitat maps and species distribution models: a multiscale assessment	Remote Sensing in Ecology and Conservation	3	4	232-246	"""Lecours, V., Devillers, R., Edinger, E. N., Brown, C. J. and Lucieer, V. L.""|2017|Influence of artefacts in marine digital terrain models on habitat maps and species distribution models: a multiscale assessment|Remote Sensing in Ecology and Conservation|3|4|232-246|Journal Article|Ineligible: Not peer-reviewed in Ulrichs; New faculty: Lecours SFRC|10.1002/rse2.49|SFRC|"
SFRC	10.1109/tgrs.2017.2707303	"""Lecours, V., Devillers, R., Lucieer, V. L. and Brown, C. J."""	2017	Artefacts in Marine Digital Terrain Models: A Multiscale Analysis of Their Impact on the Derivation of Terrain Attributes	Ieee Transactions on Geoscience and Remote Sensing	55	9	5391-5406	"""Lecours, V., Devillers, R., Lucieer, V. L. and Brown, C. J.""|2017|Artefacts in Marine Digital Terrain Models: A Multiscale Analysis of Their Impact on the Derivation of Terrain Attributes|Ieee Transactions on Geoscience and Remote Sensing|55|9|5391-5406|Journal Article|New faculty: Lecours SFRC|10.1109/tgrs.2017.2707303|SFRC|"
SFRC	10.1016/j.envsoft.2016.11.027	"""Lecours, V., Devillers, R., Simms, A. E., Lucieer, V. L. and Brown, C. J."""	2017	Towards a framework for terrain attribute selection in environmental studies	Environmental Modelling & Software	89		19-30	"""Lecours, V., Devillers, R., Simms, A. E., Lucieer, V. L. and Brown, C. J.""|2017|Towards a framework for terrain attribute selection in environmental studies|Environmental Modelling & Software|89||19-30|Journal Article|Ineligible: No UF affiliation; New faculty: Lecours SFRC|10.1016/j.envsoft.2016.11.027|SFRC|"
Trop_REC		"""Ldo, A. S., Passos, E. E. M., Fontes, H. R., Ferreira, J. M. S., Talamini, V. and Vendrame, W. A."""	2017	Avanos na propagao da cultura do coqueiro	Revista Brasileira de Fruticultura	39		75-90	"""Ldo, A. S., Passos, E. E. M., Fontes, H. R., Ferreira, J. M. S., Talamini, V. and Vendrame, W. A.""|2017|Avanos na propagao da cultura do coqueiro|Revista Brasileira de Fruticultura|39||75-90|Journal Article|Ineligible: Not peer-reviewed in Ulrichs or other source||Trop_REC|"
MicroCell	10.1007/s11010-017-3237-0	"""Lee, J. H., Hou, X., Kummari, E., Borazjani, A., Edelmann, M. J. and Ross, M. K."""	2017	Endocannabinoid hydrolases in avian HD11 macrophages identified by chemoproteomics: inactivation by small-molecule inhibitors and pathogen-induced downregulation of their activity	Molecular and cellular biochemistry			1-17	"""Lee, J. H., Hou, X., Kummari, E., Borazjani, A., Edelmann, M. J. and Ross, M. K.""|2017|Endocannabinoid hydrolases in avian HD11 macrophages identified by chemoproteomics: inactivation by small-molecule inhibitors and pathogen-induced downregulation of their activity|Molecular and cellular biochemistry|||1-17|Journal Article||10.1007/s11010-017-3237-0|MicroCell|"
HortSci	10.1186/s13068-017-0725-0	"""Lee, S., Mo, H., Kim, J. I. and Chapple, C."""	2017	"""Genetic engineering of Arabidopsis to overproduce disinapoyl esters, potential lignin modification molecules"""	Biotechnology for Biofuels	10		13	"""Lee, S., Mo, H., Kim, J. I. and Chapple, C.""|2017|""Genetic engineering of Arabidopsis to overproduce disinapoyl esters, potential lignin modification molecules""|Biotechnology for Biofuels|10||13|Journal Article|Ineligible: No UF Affiliation; New faculty: Kim HortSci|10.1186/s13068-017-0725-0|HortSci|"
