IFAS_Unit	Authors	Year	Title	Journal Name	Vol	Issue	Pages	Doi
	Liberibacter asiaticus' in huanglongbing-affected citrus plants while affecting							
	the bacterial microbiomes	Journal of Applied Microbology	120	6	1616-1628		IndianRiv_REC	
ABE	"Ma, H. J., Hai-Yan; Lee, Won Suk"	2016	Identification of the Citrus Greening Disease Using Spectral and Textural Features Based on Hyperspectral Imaging	Spectroscopy and Spectral Analysis	36	7	2344-2350	10.3964/j.issn.1000-0593(2016)07-2344-07
AniSci	"Ma, Z. K., D.; Adesogan, A. T.; Ko, S.; Galvao, K.; Jeong, K. C."	2016	Chitosan Microparticles Exert Broad-Spectrum Antimicrobial Activity against Antibiotic-Resistant Micro-organisms without Increasing Resistance	ACS Appl Mater Interfaces	8	17	10700-9	10.1021/acsami.6b00894
MicroCell	"Machnicka, M. A., Dunin-Horkawicz, S., De Crecy-Lagard, V. and Bujnicki, J. M."	2016	tRNAmodpred: A computational method for predicting posttranscriptional modifications in tRNAs	Methods	107		34-41	10.1016/j.ymeth.2016.03.013
	"Machtinger, E. T., Leppla, N.C., and; Hogsette, J.A."	2016	"House and Stable Fly Seasonal Abundance, Larval Development Substrates, and Natural Parasitism on Small Equine Farms in Florida."	"Neotropical Entomology., "		1-8.		EntNem
EntNem	"Machtinger, E. W., Eni; Geden, Cj; Kaufman, Pe"	2016	House fly (Musca domestica)(Diptera: Muscidae) mortality after exposure to commercial fungal formulations in a sugar bait	Biocontrol Science and Technology	26	10	1444-1450	
FoodSci	"Madhavan, A. L., La; Crary, Ma; Dahl, Wj; Carnaby, Gd"	2016	Prevalence of and Risk Factors for Dysphagia in the Community Dwelling Elderly: A Systematic Review	J Nutr Health Aging	20	8	806-815	10.1007/s12603-016-0712-3
AniSci	"Maertens De Noordhout, C. D., B.; Maertens De Noordhout, A.; Blocher, J.; Haagsma, J. A.; Havelaar, A. H.; Speybroeck, N."	2016	Comorbidities and factors associated with central nervous system infections and death in non-perinatal listeriosis: a clinical case series	BMC Infect Dis	16		256	10.1186/s12879-016-1602-3
SFRC	"Maggard, A. O. W., R. E.; Wilson, D. S.; Meek, C. R.; Vogel, J.G."	2016	Fertilization reduced stomatal conductance but not photosynthesis of Pinus taeda which compensated for lower water availability in regards to growth.	Forest Ecology and Management	381		37-47	
	"Mai, R. G. B. J. a. H. P. E. K. J. E. M. a. H. S. V."	2016	Prevalence of Escherichia coli O157:H7 From House Flies					
	(Diptera: Muscidae)							
								
	 and Dairy Samples in North Central Florida	"Journal of Medical Entomology, doi: 10.1093/jme/tjw205"			doi: 10.1093/jme/tjw205	FYCS		
AniSci	"Mangen, M. J. J. H., A. H.; Haagsma, J. A.; Kretzschmar, M. E. E."	2016	The burden of Campylobacter-associated disease in six European countries	Microbial Risk Analysis	2–3		48-52	http://dx.doi.org/10.1016/j.mran.2016.04.001
AniSci	"Manzanilla-Pech, C. I. V. V., R. F.; Tempelman, R. J.; Van Pelt, M. L.; Weigel, K. A.; Vandehaar, M.; Lawlor, T. J.; Spurlock, D. M.; Armentano, L. E.; Staples, C. R.; Hanigan, M.; De Haas, Y."	2016	Genetic parameters between feed-intake-related traits and conformation in 2 separate dairy populations-the Netherlands and United States	Journal of Dairy Science	99	1	443-457	10.3168/jds.2015-9727
	"Marble, C. S., J.A.; Broschat, T.K.; Black, A.; Gilman, E.; White, C."	2016	Metsulfuron-Methyl Containing Herbicides Potentially Damaging Ornamentals when Applied to Turfgrass	"UF/IFAS EDIS, "				SFRC
	"Marchi, E. C. S. Z., Lincoln; Delgado, Jorge A.; Rowland, Diane L.; Marchi, Giuliano"	2016	Use of the Nitrogen Index to assess nitrate leaching and water drainage from plastic-mulched horticultural cropping systems of Florida	"International Soil and Water Conservation Research, http://dx.doi.org/10.1016/j.iswcr.2016.12.001"			http://dx.doi.org/10.1016/j.iswcr.2016.12.001	HortSci
Range_REC	"Marques, R. S., Cooke, R. F., Rodrigues, M. C., Cappellozza, B. I., Mills, R. R., Larson, C. K., Moriel, P. and Bohnert, D. W."	2016	"Effects of organic or inorganic cobalt, copper, manganese, and zinc supplementation to late-gestating beef cows on productive and physiological responses of the offspring1"	Journal of Animal Science	94	3	1215-1226	10.2527/jas.2015-0036
Range_REC	"Marques, R. S., Cooke, R. F., Rodrigues, M. C., Moriel, P. and Bohnert, D. W."	2016	Impacts of cow body condition score during gestation on weaning performance of the offspring	Livestock Science	191		174-178	10.1016/j.livsci.2016.08.007
	"Martin, A. I. D. C. M. M. D. R. S. L. S. O. C. G."	2016	Direction and Timing of Dispersal of Scirtothrips dorsalis (Thysanoptera: Thripidae) on Select Ornamental Host Plant Species in South Florida	"http://dx.doi.org/10.1653/024.099.0421, 10.1653/024.099.0421"			10.1653/024.099.0421	Trop_REC
	"Martin, B. R. P. D. R. S. J. L. C. G. S. N. C. G."	2016	"Host Selection, Growth, and Survival of Melonworm (Lepidoptera: Crambidae) on Four Cucurbit Crops Under Laboratory Conditions, 10.1093/ee/nvw067"			10.1093/ee/nvw067	Trop_REC	
Trop_REC	"Martin, D. S. C."	2016	"Pepper Weevil (Coleoptera: Curculionidae) Preferences for Specific Pepper Cultivars, Plant Parts, Fruit Colors, Fruit Sizes, and Timing"	Insects	7	1	9	10.3390/insects7010009
	"Martin, S. D. D. R. S. O. E. L. S. F. C. T. W. C. G."	2016	Responses of Liriomyza trifolii (Diptera: Agromyzidae) to Chemical and Biorational Insecticides	"http://dx.doi.org/10.1653/024.099.0405, 10.1653/024.099.0405"			10.1653/024.099.0405	Trop_REC
SFRC	"Martin, S. M. L., K."	2016	Livelihood Diversification in Rural Laos	World Development	83		231-243	10.1016/j.worlddev.2016.01.018
AniSci	"Martinez, N. S., L. D. P.; Bisinotto, R. S.; Daetz, R.; Lopera, C.; Risco, C. A.; Galvao, K. N.; Thatcher, W. W.; Santos, J. E. P."	2016	"Effects of oral calcium supplementation on mineral and acid-base status, energy metabolites, and health of postpartum dairy cows"	Journal of Dairy Science	99	10	8397-8416	10.3168/jds.2015-10527
AniSci	"Martinez, N. S., L. D. P.; Bisinotto, R. S.; Daetz, R.; Risco, C. A.; Galvao, K. N.; Thatcher, W. W.; Santos, J. E. P."	2016	Effects of oral calcium supplementation on productive and reproductive performance in Holstein cows	Journal of Dairy Science	99	10	8417-8430	10.3168/jds.2015-10529
NOFL_REC	"Martini, X., Pelz-Stelinski, K. S. and Stelinski, L. L."	2016	Factors affecting the overwintering abundance of the Asian citrus psyllid (Hemiptera: Liviidae) in Florida citrus (Sapindales: Rutaceae) orchards	Florida Entomologist	99	2	178-186	
NOFL_REC	"Martini, X., Willett, D. S., Kuhns, E. H. and Stelinski, L. L."	2016	Disruption of Vector Host Preference with Plant Volatiles May Reduce Spread of Insect-Transmitted Plant Pathogens	Journal of Chemical Ecology	42	5	357-367	10.1007/s10886-016-0695-x
Citrus_REC	"Martini, X. P.-S., Kirsten S.; Stelinski, Lukasz L."	2016	Factors Affecting the Overwintering Abundance of the Asian Citrus Psyllid (Hemiptera: Liviidae) in Florida Citrus (Sapindales: Rutaceae) Orchards	Florida Entomologist	99	2	178-186	10.1653/024.099.0204
Citrus_REC	"Martini, X. W., D. S.; Kuhns, E. H.; Stelinski, L. L."	2016	Disruption of Vector Host Preference with Plant Volatiles May Reduce Spread of Insect-Transmitted Plant Pathogens	Journal of Chemical Ecology	42	5	357-367	10.1007/s10886-016-0695-x
Range_REC	"Martins, P. G. M. A., Moriel, P., Vendramini, J. M. B. and Arthington, J. D."	2016	Evaluation of 2 sugarcane molasses feeding strategies on measures of growth and reproductive performance of replacement beef heifers	Professional Animal Scientist	32	3	302-308	10.15232/pas.2016-01514
SoilWater	"Marvasi, M. M., M. H. De; Salas-Gonzalez, I.; Porwollik, S.; Farias, M.; Mcclelland, M.; Teplitski, M."	2016	Involvement of the Rcs regulon in the persistence of Salmonella Typhimurium in tomatoes	Environmental Microbiology Reports	8	5	928-935	10.1111/1758-2229.12457
EntNem	"Masi, M., Cala, A., Tabanca,; N., Cimmino, A., Green, I.R.,   Bloomquist, J.R.,   Van Otterlo, W., Macias, F.A., and Evidente, A."	2016	"Alkaloids with activity against the zika virus vector Aedes aegypti (L.) - Crinsarnine and Sarniensinol, two new crinine and mesembrine type alkaloids isolated from the South African Nerine sarniensis."	Molecules	21		1432	10.3390/ molecules 21111432
	"Masi, M., Van Der Westhuyzen, A.E., Tabanca,; N., Evidente, M., Cimmino, A., Green, I.R., Bernier, U.R., Becnel, J.J.,   Bloomquist, J.R.,   Van Otterlo, W., and Evidente, A."	2016	"Sarniensine,"					
	a mesembrine-type alkaloid isolated from Nerine sarniensis a native							
	South African Amaryllidaceae with larvicidal and adulticidal activities against							
	Aedes aegypti.	Fitoterapia	116		34-38		EntNem	
FoodSci	"Massenti, R. L. B., R; Sandhu, Ak; Gu, Lw; Sims, C"	2016	Huanglongbing modifies quality components and flavonoid content of 'Valencia' oranges	Journal of the Science of Food and Agriculture	96	1	73-78	10.1002/jsfa.7061
AniSci	"Mateescu, R. G. O., P. A.; Garmyn, A. J.; Mafi, G. G.; Vanoverbeke, D. L."	2016	Strategies to predict and improve eating quality of cooked beef using carcass and meat composition traits in Angus cattle	Journal of Animal Science	94	5	2160-2171	10.2527/jas2015-0216
FYCS	"Matheus, A. F., Wendy; Hsu, Wei-Yea; Marshall, Maurice R; Simonne, Amarat H"	2016	A Historical Look at the Prevalence of Foodborne Disease Outbreaks Associated with Asian Foods in the United States	Food Protection Trends	36	2	108-115	
FtLauder_REC	"Mazzotti, F. J. C., Michael S; Parry, Mark; Beauchamp, Jeff; Rochford, Mike; Smith, Brian; Hart, Kristen; Brandt, Laura A"	2016	Large reptiles and cold temperatures: Do extreme cold spells set distributional limits for tropical reptiles in Florida?	Ecosphere	7	8	e01439	
SW_REC	"Mbabazi, D., Migliaccio, K. W., Crane, J. H., Fraisse, C., Zotarelli, L., Morgan, K. T. and Kiggundu, N."	2017	An irrigation schedule testing model for optimization of the Smartirrigation avocado app	Agricultural Water Management	179		390-400	10.1016/j.agwat.2016.09.006
	"Mbabazi, D. M., Kati W; Crane, Jonathan H; Fraisse, Clyde; Zotarelli, Lincoln; Morgan, Kelly T; Kiggundu, Nicholas"	2016	An irrigation schedule testing model for optimization of the Smartirrigation avocado app	"Agricultural Water Management, "				ABE
HortSci	"Mccallum, S. G., Julie; Jorgensen, Linzi; Rowland, Lisa J; Bassil, Nahla V; Hancock, James F; Wheeler, Edmund J; Vining, Kelly; Poland, Jesse a; Olmstead, James W"	2016	Construction of a SNP and SSR linkage map in autotetraploid blueberry using genotyping by sequencing	Molecular Breeding	36	4	24-Jan	
	"Mccleery, R. a. a. C. L. Z."	2016	Leveraging limited information to understand ecological relationships of endangered Florida salt					
	marsh vole.	"Journal of Mammalogy, http://dx.doi.org/10.1093/jmammal/gyw084"			http://dx.doi.org/10.1093/jmammal/gyw084	WILDECO		
Everglades_REC	"Mccray, J. M., And G. Powell"	2016	Sugarcane yield response to potassium on a Florida Histosol.	Journal of the American Society of Sugarcane Technologists	36		18-Sep	
EntNem	"Mccullough, E. M., Cw; Emlen, Dj"	2016	Why Sexually Selectee Weapons Are Not Ornaments	Trends in Ecology & Evolution	31	10	742-751	10.1016/j.tree.2016.07.004
FRED	"Mcfadden, B. R."		The Unknowns and Possible Implications of Mandatory Labeling	Trends in Biotechnology	35	1	3-Jan	10.1016/j.tibtech.2016.09.009
FRED	"Mcfadden, B. R."	2016	Examining the Gap between Science and Public Opinion about Genetically Modified Food and Global Warming	Plos One	11	11	14	10.1371/journal.pone.0166140
FRED	"Mcfadden, B. R. and Lusk, J. L."	2016	"What consumers don't know about genetically modified food, and how that affects beliefs"	Faseb Journal	30	9	3091-3096	10.1096/fj.201600598
FRED	"Mcfadden, B. R. and Stefanou, S."	2016	Another perspective on understanding food democracy	"Choices. The Magazine of Food, Farm, and Resources Issues"	31	1	unpaginated	
EnvHort	"Mcgroary, P., Shaddox, T. W., Cisar, J., Unruh, J. B. and L., T."	2016	Annual Nitrogen Requirement of Bahiagrass Lawns Maintained in Sub-tropical Climates	Crop Science	56	5		10.2135/cropsci2016.05.0420
MidFL_REC	"Mckenzie, C. M., Catharine; Osborne, Lance; Taravati, Siavash"	2016	Feeding and Development of Nephaspis oculata (Coleoptera: Coccinellidae) on Rugose Spiraling Whitefly (Hemiptera: Aleyrodidae)	Florida Entomologist	99	3	516-521	
MicroCell	"Mcmillan, L. J., Hepowit, N. L. and Maupin-Furlow, J. A."	2016	Archaeal Inorganic Pyrophosphatase Displays Robust Activity under High-Salt Conditions and in Organic Solvents	Applied and Environmental Microbiology	82	2	538-548	10.1128/aem.03055-15
EntNem	"Mcneill C. A.; Pereira, R. M. K., P. G.; Mcneill,  S. A.; Baldwin,  R. W."	2016	Behavioral responses of nymph and adult Cimex lectularius (Hemiptera: Cimicidae) to colored harborages	J. Med. Entomol.	53		760–769	
EntNem	"Mcneill, C. A., S.; Koehler,  P. G.; Pereira,  R. M.; Weeks,  E."	2016	Vision in the common bed bug Cimex lectularius L. (Hemiptera: Cimicidae): eye morphology and spectral sensitivity	Med. Vet. Entomol.	30		426-434	
EntNem	"Mcneill, C. a. B., R.; Pereira,   R. M.; Harlow,   E.; Roberts,   T. G.; Koehler,   P. G."	2016	"Development and implementation of a bed bug IPM enrichment curriculum, Part I"	Am. Entomol.	62		78-82	
EntNem	"Mcneill, C. a. B., R.; Pereira,  R. M.; Harlow,  E.; Roberts,  T. G.; Koehler,  P. G."	2016	"Development and implementation of a bed bug IPM enrichment curriculum, Part II"	Am. Entomol.	62		214-217.	
AgEd	"Mcneill, C. a. B., Rebecca; Pereira, Roberto M.; Harlow, Erin; Roberts, T. Grady; Koehler, Philip G."	2016	"Development and Implementation of a Bed Bug IPM Enrichment Curriculum, Part I"	American Entomologist	62	2	78-82	10.1093/ae/tmv066
AgEd	"Mcneill, C. a. B., Rebecca; Pereira, Roberto M; Harlow, Erin; Roberts, T Grady; Koehler, Philip G"	2016	"Development and Implementation of a Bed Bug IPM Enrichment Curriculum, Part II"	American Entomologist	62	4	214-217	10.1093/ae/tmw076
EntNem	"Mcneill, C. G., Baldwin, R., Pereira, R., Harlow, E.,; Roberts, T.G., Koehler, P."	2016	Development and Implementation of a Bed Bug IPM Enrichment Curriculum Part 2.	American Entomologist	62	4	214-217	
EntNem	"Mcneill, C. G., Baldwin , R., Pereira, R., Harlow, E., Roberts,; T.G., Koehler, P."	2016	Development and Implementation of a Bed Bug IPM Enrichment Curriculum Part 1.	American Entomologist	62	-2	78-82	
EntNem	"Mcneill, C. G., Baldwin , R., Pereira, R.M., Koehler, P.G.,; Mcneill, S."	2016	Behavioral Responses of Nymph and Adult  Cimex lectularius  (Hemiptera:Cimicidae) to Colored Harborages.	Journal of Medical Entomology	53	-4	760-769	
EnvHort	"Meador, D. P., Fisher, P. R., Guy, C. L., Harmon, P. F., Peres, N. A. and Teplitski, M."	2016	Use of Dehydrated Agar to Estimate Microbial Water Quality for Horticulture Irrigation	Journal of Environmental Quality	45	4	1445-1451	10.2134/jeq2015.03.0130
PlantPath	"Meador, D. P. F., Paul R; Guy, Charles L; Harmon, Philip F; Peres, Natalia a; Teplitski, Max"	2016	Use of Dehydrated Agar to Estimate Microbial Water Quality for Horticulture Irrigation	Journal of Environmental Quality	45	4	1445-1451	10.2134/jeq2015.03.0130
Gulf_REC	"Meador, D. P. G. F., P.R.; Guy, C.L.; Harmon, P.E.; Peres, N.A.; Teplitski, M."	2016	Using a dehydrated agar to estimate microbial water quality for horticulture irrigation	Journal of Environmental Quality	45		1445-1451	
Everglades_REC	"Meagher, R. L., Jr.; Nuessly, G. S.; Nagoshi, R. N.; Hay-Roe, M. M."	2016	Parasitoids attacking fall armyworm (Lepidoptera: Noctuidae) in sweet corn habitats	Biological Control	95		66-72	10.1016/j.biocontrol.2016.01.006
	"Mechtensimer, S. T., G.S."	2016	"Fate, mass balance, and"					
	transport of phosphorus in the septic system drainfields	"Chemosphere, 10.1016/j.chemosphere.2016.05.084"	159	153-158	10.1016/j.chemosphere.2016.05.084	Gulf_REC		
SoilWater	"Mechtensimer, S. T., G. S."	2016	"Fate, mass balance, and transport of phosphorus in the septic system drainfields"	Chemosphere	159		153-158	10.1016/j.chemosphere.2016.05.084
	"Mehta, S. M., William; Burks, Thomas"	2016	Robust Visual Servo Control in the Presence of					
	Fruit Motion for Robotic Citrus Harvesting	Computers and Electronics in Agriculture	123		13		ABE	
	"Melis, T. S., Pine Iii, William E, Korman, Josh, Yard, Michael D, Jain, Shaleen and Pulwarty, Roger S"	2016	Using Large-Scale Flow Experiments to Rehabilitate Colorado River Ecosystem Function in Grand Canyon: Basis for an Adaptive Climate-Resilient Strategy	"Water Policy and Planning in a Variable and Changing Climate, "		315		WILDECO
	"Meng, K. H., Yali; Huber, Donald J.; Dong, Xiaoqing; Ban, Qiuyan; Chang, Xiaoxiao; Zhang, Ting; Rao, Jingping"	2016	"Molecular Cloning, Structural Characterization, and Ripening-Related Expression of Lipoxygenase Genes from Three Persimmon Cultivars Differing in Postharvest Ripening Rate"	"Plant Molecular Biology Reporter, "		15-Jan		HortSci
	"Mensi, I. D., J.H.; Pieretti, I.; Gargani, D.; Fleites, L.A.; Noëll; J.; Bonnot, F.; Gabriel, D.W.; Rott, P."	2016	Surface					
	polysaccharides and quorum sensing are involved in the attachment and survival							
	of Xanthomonas albilineans on							
	sugarcane leaves	Molecular						
	Plant Pathology	17	2	236-246		Everglades_REC		
PlantPath	"Mensi, I. D., Jean?Heinrich; Pieretti, Isabelle; Gargani, Daniel; Fleites, Laura a; Noell, Julie; Bonnot, Francois; Gabriel, Dean W; Rott, Philippe"	2016	Surface polysaccharides and quorum sensing are involved in the attachment and survival of Xanthomonas albilineans on sugarcane leaves	Molecular plant pathology	17	2	236-246	
NOFL_REC	"Mercadante, V. R. G., Fontes, P. L. P., Ciriaco, F. M., Henry, D. D., Moriel, P., Ealy, A. D., Johnson, S. E., Dilorenzo, N. and Lamb, G. C."	2016	"Effects of recombinant bovine somatotropin administration at breeding on cow, conceptus, and subsequent offspring performance of beef cattle"	Journal of Animal Science	94	5	2128-2138	10.2527/jas2015-0217
Range_REC	"Mercadante, V. R. G., Fontes, P. L. P., Ciriaco, F. M., Henry, D. D., Moriel, P., Ealy, A. D., Johnson, S. E., Dilorenzo, N. and Lamb, G. C."	2016	"Effects of recombinant bovine somatotropin administration at breeding on cow, conceptus, and subsequent offspring performance of beef cattle"	Journal of Animal Science	94	5	2128-2138	10.2527/jas2015-0217
SoilWater	"Merlin, A. R., C. A.; He, Z. L."	2016	Non-labile phosphorus acquisition by Brachiaria	Journal of Plant Nutrition	39	9	1319-1327	10.1080/01904167.2015.1109117
	"Merrill, H. R. G., Sabine; Bliznyuk, Nikolay"		Semiparametric regression models for spatial prediction and uncertainty quantification of soil attributes	"Stochastic Environmental Research and Risk Assessment, 10.1007/s00477-016-1337-0"		13-Jan	10.1007/s00477-016-1337-0	SoilWater
	"Merrill, H. R. G., Sabine; Bliznyuk, Nikolay"	2016	Semiparametric regression models for spatial prediction and uncertainty quantification of soil attributes	"Stochastic Environmental Research and Risk Assessment, doi:10.1007/s00477-016-1337-0"		13-Jan	doi:10.1007/s00477-016-1337-0	ABE
FYCS	"Messiah, S. E. L., C.; Moises, R.; Sunil Mathew, M.; Sardinas, K.; Chang, C.; Palenzuela, J.; Walsh, J.; Shelnutt, K. P.; Spector, R.; Altare, F.; Natale, R."	2016	Healthy caregivers-healthy children (HC2) phase 2: Integrating culturally sensitive childhood obesity prevention strategies into childcare center policies	Contemp Clin Trials	53		60-67	10.1016/j.cct.2016.12.011
	"Messina, W. A., Stefanou, S. E., Royce and S., F."	2016	The					
	"United States and Cuba: As diplomatic relations warm, do trade relations?"	Choices	31	4	8		FRED	
	"Mewalal, R. D., Kr; Kainer, D; Chen, F; Kulheim, C; Peter, Gf; Tuskan, Ga"	2016	Plant-derived terpenes: A feedstock for specialty biofuels	"Treand in Biotech, 10.1016/j.tibtech.2016.08.003"			10.1016/j.tibtech.2016.08.003	SFRC
SoilWater	"Meyer, J. L. R., J. M.; Dillard, B. A.; Paul, V. J.; Teplitski, M."	2016	Epimicrobiota Associated with the Decay and Recovery of Orbicella Corals Exhibiting Dark Spot Syndrome	Frontiers in Microbiology	7		9	10.3389/fmicb.2016.00893
EntNem	"Meyers, P. J. P., T. H. Q.; Walden, K. K. O.; Schieferecke, A. J.; Feder, J. L.; Hahn, D. A.; Robertson, H. M.; Berlocher, S. H.; Ragland, G. J."	2016	Divergence of the diapause transcriptome in apple maggot flies: winter regulation and post-winter transcriptional repression	Journal of Experimental Biology	219	17	2613-2622	10.1242/jeb.140566
EntNem	"Mhina, G. J., Leppla, N.C., Thomas, M.H., and Solís, D."	2016	Cost effectiveness of biological control of invasive mole crickets in Florida pastures.	Biological Control	100		108-115.	
	"Mickol, R. L. P., J.; Schuerger, A.C."	2016	Magnesium sulfate salt solutions and ices fail					
	to protect Serratia liquefaciens from the biocidal effects of UV							
	irradiation under martian conditions	"Astrobiology, "				PlantPath		
SW_REC	"Migliaccio, K. W., Morgan, K. T., Vellidis, G., Zotarelli, L., Fraisse, C., Zurweller, B. A., Andreis, J. H., Crane, J. H. and Rowland, D. L."	2016	SMARTPHONE APPS FOR IRRIGATION SCHEDULING	Transactions of the Asabe	59	1	291-301	
ABE	"Migliaccio, K. W. M., K. T.; Vellidis, G.; Zotarelli, L.; Fraisse, C.; Zurweller, B. A.; Andreis, J. H.; Crane, J. H.; Rowland, D. L."	2016	SMARTPHONE APPS FOR IRRIGATION SCHEDULING	Transactions of the Asabe	59	1	291-301	
	"Migliaccio, K. W. M., K.T.; Fraisse, C.W.; Vellidis, G.; Andreis, J.H."	2016	Performance					
	evaluation of urban turf irrigation smartphone app	Computers and Electronics in Agriculture	118		7		ABE	
	"Migliaccio, K. W. M., K.T.; Vellidis, G.; Zotarelli, L.; Fraisse, C.W.; Zurweller, B.A.; Andreis, J.H.; Crane, J.; Rowland, D."	2016	Smartphone Apps for					
	Irrigation Scheduling	Transactions of the ASABE	59	1	11		ABE	
HortSci	"Migliaccio, K. W. M., K. T.; Vellidis, G.; Zotarelli, L.; Fraisse, C.; Zurweller, B. A.; Andreis, J. H.; Crane, J. H.; Rowland, D. L."	2016	SMARTPHONE APPS FOR IRRIGATION SCHEDULING	Transactions of the Asabe	59	1	291-301	
Trop_REC	"Migliaccio, K. W. M., K. T.; Vellidis, G.; Zotarelli, L.; Fraisse, C.; Zurweller, B. A.; Andreis, J. H.; Crane, J. H.; Rowland, D. L."	2016	SMARTPHONE APPS FOR IRRIGATION SCHEDULING	Transactions of the Asabe	59	1	291-301	
Agron	"Migliaccio, K. W. M., K. T.; Vellidis, G.; Zotarelli, L.; Fraisse, C.; Zurweller, B. A.; Andreis, J. H.; Crane, J. H.; Rowland, D. L."	2016	SMARTPHONE APPS FOR IRRIGATION SCHEDULING	Transactions of the Asabe	59	1	291-301	
MicroCell	"Mikucki, J. A., Lee, P. A., Ghosh, D., Purcell, A. M., Mitchell, A. C., Mankoff, K. D., Fisher, A. T., Tulaczyk, S., Carter, S., Siegfried, M. R., Fricker, H. A., Hodson, T., Coenen, J., Powell, R., Scherer, R., Vick-Majors, T., Achberger, A. A., Christner, B. C., Tranter, M. and Team, W. S."	2016	Subglacial Lake Whillans microbial biogeochemistry: a synthesis of current knowledge	Philosophical Transactions of the Royal Society a-Mathematical Physical and Engineering Sciences	374	2059	22	10.1098/rsta.2014.0290
EntNem	"Miller, C. M., Gc; Moore, Aj"	2016	"The tale of the shrinking weapon: seasonal changes in nutrition affect weapon size and sexual dimorphism, but not contemporary evolution"	Journal of Evolutionary Biology	29	11	2266-2275	
	"Miller, D. T., R. L.; Binns, M.; Zhu, B.; Mohamoud, Y. A.; Ahmed, A.; Brooks, S. A.; Antczak, D. F."	2016	Polymorphism at expressed DQ and DR loci in five common equine MHC haplotypes	"Immunogenetics, 10.1007/s00251-016-0964-4"			10.1007/s00251-016-0964-4	AniSci
FRED	"Miller, G. F., Gupta, S., Kropp, J. D., Grogan, K. A. and Mathews, A."	2016	The effects of pre-ordering and behavioral nudges on National School Lunch Program participants' food item selection	Journal of Economic Psychology	55		16-Apr	10.1016/j.joep.2016.02.010
FoodSci	"Miller, G. G., S; Kropp, Jd; Grogan, Ka; Mathews, A"	2016	Effects of Pre-Ordering and Behavioral Nudges on National School Lunch Program Participants' Food Item Selection	Journal of Economic Psychology	55		16-Apr	http://dx.doi.org/10.1016/j.joep.2016.02.010
FoodSci	"Miller, G. K., Jd; Gupta, S; Grogan, Ka; Mathews, A"	2016	Do Elementary Students Substitute Ice Cream and Baked Goods for Healthier National School Lunch Program Meal Items?	Applied Economics Perspectives and Policy	38		26-Jan	https://doi.org/10.1093/aepp/ppw011
AniSci	"Miller-Cushon, E. D., Tj"	2016	Effect of social housing on the development of feeding behavior and social feeding preferences of dairy calves	Journal of dairy science	99	2	1406-1417	
MicroCell	"Mimura, M., Zallot, R., Niehaus, T. D., Hasnain, G., Gidda, S. K., Nguyen, T. N. D., Anderson, E. M., Mullen, R. T., Brown, G., Yakunin, A. F., De Crecy-Lagard, V., Gregory, J. F., Mccarty, D. R. and Hanson, A. D."	2016	Arabidopsis TH2 Encodes the Orphan Enzyme Thiamin Monophosphate Phosphatase	Plant Cell	28	10	2683-2696	10.1105/tpc.16.00600
FoodSci	"Mimura, M. Z., R; Niehaus, Td; Hasnain, G; Gidda, Sk; Nguyen, Tn; Anderson, Em; Mullen, Rt; Brown, G; Yakunin, Af; De Crecy-Lagard, V; Gregory, Jf; Mccarty, Dr; Hanson, Ad"	2016	Arabidopsis TH2 Encodes the Orphan Enzyme Thiamin Monophosphate Phosphatase	Plant Cell	28	10	2683-2696	10.1105/tpc.16.00600
HortSci	"Mimura, M. Z., Rémi; Niehaus, Thomas D; Hasnain, Ghulam; Gidda, Satinder K; Nguyen, Thuy Nd; Anderson, Erin M; Mullen, Robert T; Brown, Greg; Yakunin, Alexander F"	2016	Arabidopsis TH2 Encodes the Orphan Enzyme Thiamin Monophosphate Phosphatase	The Plant Cell	28	10	2683-2696	
SFRC	"Minogue, P. J. O., A."	2016	Selective herbicides for cultivation of Eucalyptus urograndis clones.	International Journal of Forestry Research	2016		12	10.1155/2015/341314
FtLauder_REC	"Minteer, C. R. T., Philip W; Knowles, Brittany K; Valmonte, Ryann J; Foley, Jeremy R; Gettys, Lyn A"	2016	"Utilization of an introduced weed biological control agent, Megamelus scutellaris (Hemiptera: Delphacidae), by a native parasitoid"	Florida Entomologist	99	3	576-577	
SFRC	"Mintzer, V. J. L., Kai; Frazer, Thomas K.; Da Silva, Vera M. F.; Martin, Anthony R."	2016	Seasonal movements of river dolphins (Inia geoffrensis) in a protected Amazonian floodplain	Marine Mammal Science	32	2	664-681	10.1111/mms.12298
AniSci	"Mir, R. a. W., T. A.; Elzo, M.; Ahn, S.; Driver, J. D.; Jeong, K. C."	2016	Colonization of Beef Cattle by Shiga Toxin-Producing Escherichia coli during the First Year of Life: A Cohort Study	PLoS One	11	2	e0148518	10.1371/journal.pone.0148518
AniSci	"Mir, R. a. W., T. A.; Johnson, J. A.; Archer, D.; Morris, J. G.; Jeong, K. C."	2016	Identification and Characterization of Cefotaxime Resistant Bacteria in Beef Cattle	PLoS One	11	9	e0163279	10.1371/journal.pone.0163279
FoodSci	"Mir, R. W., Ta; Elzo, M; Ahn, S; Driver, Jd; Jeong, Kc"	2016	Colonization of Beef Cattle by Shiga Toxin-Producing Escherichia coli during the First Year of Life: A Cohort Study	Plos One	11	2	16	10.1371/journal.pone.0148518
